,Epithelial,Fibroblast,Pericyte,Endothelial,CD4T,Macrophage,B,CD8T,DC,NK,Plasma,NKT,Mast,Monocyte
12188,PTOV1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12189,PNKP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12190,AKT1S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12191,TBC1D17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12192,NUP62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12193,ATF5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12194,VRK3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12195,ZNF473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12196,MYH14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12197,KCNC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12198,NR1H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12199,POLD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12200,FAM71E1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12201,EMC10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12202,JOSD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12203,C19orf81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12204,CLEC11A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12205,C19orf48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12206,KLK5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12207,KLK6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12208,KLK7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12209,KLK8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12210,KLK10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12211,KLK11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12212,CTU1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12213,ETFB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12214,CLDND2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12215,NKG7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12216,ZNF175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12217,SPACA6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12218,ZNF577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12219,ZNF649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12220,ZNF613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12221,ZNF350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12222,ZNF615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12223,ZNF614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12224,ZNF432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12225,ZNF841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12226,ZNF616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12227,ZNF836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12228,PPP2R1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12229,ZNF766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12230,ZNF480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12231,ZNF880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12232,ZNF528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12233,ZNF808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12234,ZNF701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12235,ZNF83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12236,ZNF611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12237,ZNF600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12238,ZNF28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12239,ZNF468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12240,ZNF888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12241,ZNF816-ZNF321P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12242,ZNF160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12243,ZNF415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12244,ZNF347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12245,ZNF665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12246,ZNF677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12247,ZNF845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12248,ZNF525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12249,ZNF765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12250,ZNF761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12251,ZNF813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12252,ZNF331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12253,MYADM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12254,NDUFA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12255,TFPT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12256,PRPF31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12257,CNOT3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12258,LENG1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12259,TMC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12260,MBOAT7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12261,TSEN34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12262,RPS9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12263,LILRB3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12264,TTYH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12265,LENG8-AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12266,LENG8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12267,LENG9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12268,CDC42EP5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12269,NLRP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12270,RDH13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12271,EPS8L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12272,PPP1R12C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12273,TNNT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12274,TNNI3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12275,DNAAF3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12276,PPP6R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12277,HSPBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12278,KMT5C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12279,TMEM238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12280,RPL28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12281,UBE2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12282,ISOC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12283,ZNF628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12284,NAT14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12285,SSC5D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12286,ZNF579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12287,FIZ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12288,ZNF524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12289,ZNF865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12290,ZNF784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12291,ZNF580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12292,ZNF581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12293,CCDC106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12294,U2AF2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12295,EPN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12296,ZNF787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12297,ZNF444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12298,ZSCAN5A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12299,ZNF582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12300,ZNF582-AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12301,ZNF583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12302,ZNF667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12303,ZNF667-AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12304,ZNF471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12305,ZFP28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12306,ZNF470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12307,ZNF71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12308,PEG3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12309,ZNF264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12310,AC005261.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12311,ZNF460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12312,AC005261.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12313,ZNF543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12314,ZNF304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12315,TRAPPC2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12316,ZNF548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12317,ZNF17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12318,ZNF749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12319,AC004076.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12320,ZNF772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12321,ZNF419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12322,ZNF773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12323,ZNF549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12324,ZNF550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12325,ZNF416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12326,ZNF134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12327,ZNF211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12328,ZNF551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12329,ZNF776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12330,ZNF586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12331,ZNF552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12332,ZNF587B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12333,ZNF814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12334,ZNF587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12335,ZNF417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12336,ZNF418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12337,ZNF256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12338,C19orf18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12339,ZNF606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12340,ZSCAN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12341,ZNF135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12342,ZSCAN18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12343,ZNF329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12344,ZNF274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12345,ZNF544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12346,AC020915.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12347,ZNF8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12348,ERVK3-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12349,AC010642.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12350,ZSCAN22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12351,A1BG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12352,A1BG-AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12353,ZNF837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12354,RPS5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12355,ZNF584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12356,AC012313.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12357,ZNF324B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12358,ZNF324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12359,ZNF446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12360,SLC27A5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12361,ZBTB45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12362,TRIM28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12363,CHMP2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12364,UBE2M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12365,MZF1-AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12366,MZF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12367,AP000547.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12368,IL17RA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12369,HDHD5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12370,ADA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12371,ATP6V1E1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12372,BCL2L13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12373,BID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12374,MICAL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12375,PEX26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12376,USP18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12377,TMEM191B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12378,DGCR6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12379,DGCR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12380,ESS2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12381,LINC01311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12382,SLC25A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12383,HIRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12384,C22orf39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12385,MRPL40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12386,UFD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12387,TBX1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12388,GNB1L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12389,RTL10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12390,TXNRD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12391,COMT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12392,ARVCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12393,TANGO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12394,DGCR8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12395,TRMT2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12396,RANBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12397,ZDHHC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12398,RTN4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12399,DGCR6L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12400,ZNF74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12401,KLHL22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12402,MED15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12403,PI4KA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12404,SNAP29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12405,CRKL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12406,LINC01637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12407,AIFM3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12408,AC002470.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12409,LZTR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12410,THAP7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12411,THAP7-AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12412,HIC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12413,TMEM191C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12414,UBE2L3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12415,YDJC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12416,SDF2L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12417,PPIL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12418,YPEL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12419,MAPK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12420,PPM1F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12421,AC245452.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12422,TOP3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12423,AC245060.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12424,IGLC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12425,IGLC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12426,GNAZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12427,BCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12428,CHCHD10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12429,MMP11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12430,SMARCB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12431,SLC2A11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12432,MIF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12433,MIF-AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12434,GSTT2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12435,DDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12436,CABIN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12437,SUSD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12438,GGT5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12439,SPECC1L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12440,GUCD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12441,SNRPD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12442,GGT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12443,LRRC75B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12444,KIAA1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12445,AL022323.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12446,LRP5L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12447,GRK3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12448,HPS4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12449,SRRD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12450,TFIP11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12451,Z95115.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12452,TPST2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12453,PITPNB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12454,TTC28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12455,CHEK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12456,HSCB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12457,CCDC117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12458,XBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12459,Z93930.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12460,ZNRF3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12461,KREMEN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12462,EMID1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12463,RHBDD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12464,EWSR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12465,GAS2L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12466,RASL10A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12467,AP1B1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12468,NEFH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12469,THOC5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12470,NIPSNAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12471,NF2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12472,ZMAT5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12473,UQCR10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12474,ASCC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12475,MTMR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12476,AC003681.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
