,CD8T,Epithelial,Fibroblast,Pericyte,Macrophage,Endothelial,CD4T,DC,B,NKT,Mast,Monocyte,NK,Plasma
6050,HAPLN3,ATG4A,TMEM68,REXO4,LRP5,ALG2,C1R,SF1,SUCLA2,TMEM134,FAM60A,TRIAP1,CSRNP2,TMEM117
6051,MFGE8,COL4A5,TGS1,CACFD1,PPP6R3,SEC61B,C1RL,MAP4K2,NUDT15,AIP,METTL20,GATC,TFCP2,NELL2
6052,ABHD2,NXT2,LYN,SLC2A6,CPT1A,NR4A3,C1RL-AS1,MEN1,MED4,PITPNM1,AMN1,SRSF9,DAZAP2,RP11-352M15.2
6053,POLG,ACSL4,RPS20,VAV2,MRPL21,STX17,CLSTN3,EHD1,ITM2B,CDK2AP2,RP11-467L13.7,DYNLL1,SMAGP,ARID2
6054,IDH2,TMEM164,PLAG1,LINC00094,IGHMBP2,ERP44,PEX5,ATG2A,RB1,GSTP1,H3F3C,COQ5,BIN2,SCAF11
6055,CIB1,AMMECR1,CHCHD7,BRD3,TPCN2,TEX10,CD163,PPP2R5B,LPAR6,NDUFV1,BICD1,RNF10,GALNT6,SLC38A1
6056,IQGAP1,CHRDL1,PENK,WDR5,CCND1,MSANTD3,SLC2A14,ARL2,FNDC3A,NUDT8,DNM1L,POP5,SLC4A8,SLC38A2
6057,CRTC3,PAK3,IMPAD1,RXRA,ORAOV1,MRPL50,SLC2A3,SAC3D1,CDADC1,UNC93B1,SYT10,MLEC,ACVR1B,RP11-96H19.1
6058,FURIN,DCX,FAM110B,COL5A1,FADD,ZNF189,FOXJ2,NAALADL1,SETDB2,ALDH3B1,CPNE8,UNC119B,NR4A1,RP11-446N19.1
6059,HDDC3,ALG13,UBXN2B,OLFM1,PPFIA1,TMEM246,C3AR1,ZFPL1,PHF11,NDUFS8,KIF21A,ACADS,ATG101,AMIGO2
6060,UNC45A,AMOT,SDCBP,PPP1R26,CTTN,RNF20,NECAP1,VPS51,ARL11,TCIRG1,SLC2A13,SPPL3,KRT7,PCED1B
6061,SLCO3A1,IL13RA2,NSMAF,MRPS2,DHCR7,SMC2,RIMKLB,TM7SF2,EBPL,RP11-802E16.3,GXYLT1,C12orf43,KRT86,RP11-493L12.4
6062,CHD2,PLS3,TOX,CAMSAP1,RP11-660L16.2,NIPSNAP3A,PHC1,ZNHIT2,KPNA3,CHKA,YAF2,P2RX7,KRT81,RPAP3
6063,MCTP2,DANT2,RP11-25K19.1,UBAC1,NADSYN1,NIPSNAP3B,M6PR,FAU,SPRYD7,KMT5B,PPHLN1,P2RX4,KRT8,RP1-197B17.3
6064,RP11-255M2.3,KLHL13,RAB2A,NACC2,RNF121,ABCA1,KLRG1,SYVN1,DLEU2,C11orf24,ZCRB1,CAMKK2,KRT18,SLC48A1
6065,LRRC28,WDR44,CHD7,C9orf69,IL18BP,SLC44A1,A2M-AS1,MRPL49,TRIM13,PPP6R3,PUS7L,ANAPC5,EIF4B,HDAC7
6066,MEF2A,DOCK11,ASPH,QSOX2,NUMA1,FKTN,A2M,CAPN1,DLEU1,MTL5,IRAK4,RNF34,SPRYD3,VDR
6067,LINS1,IL13RA1,GGH,GPSM1,LAMTOR1,TMEM38B,LINC00987,POLA2,RNASEH2B,CPT1A,TWF1,KDM2B,IGFBP6,TMEM106C
6068,CHSY1,PGRMC1,YTHDF3-AS1,SDCCAG3,ANAPC15,ZNF462,KLRB1,CDC42EP2,INTS6,MRPL21,ANO6,ORAI1,CSAD,ASB8
6069,VIMP,SLC25A43,YTHDF3,PMPCA,FOLR1,RAD23B,CLEC2D,DPF2,WDFY2,IGHMBP2,RP11-352M15.2,TMEM120B,ZNF740,ZNF641
6070,SNRPA1,SLC25A5,BHLHE22,INPP5E,FOLR2,KLF4,CLECL1,TIGD3,DHRS12,TPCN2,ARID2,RHOF,ITGB7,CCNT1
6071,TM2D3,CXorf56,CYP7B1,SEC16A,INPPL1,IKBKAP,CD69,SLC25A45,RP11-327P2.5,CCND1,SCAF11,LINC01089,RARG,DDX23
6072,TARSL2,UBE2A,ARMC1,NOTCH1,CLPB,FAM206A,CLEC2B,FRMD8,NEK3,ORAOV1,SLC38A2,SETD1B,MFSD5,FKBP11
6073,POLR3K,NKRF,MTFR1,NALT1,PDE2A,CTNNAL1,CLEC7A,NEAT1,VPS36,FADD,RP11-96H19.1,PSMD9,PFDN5,ARF3
6074,SNRNP25,SEPT6,PDE7A,EGFL7,ARAP1,TMEM245,GABARAPL1,CMB9-22P13.1,CKAP2,PPFIA1,RP11-446N19.1,MLXIP,C12orf10,WNT10B
6075,MPG,RPL39,RRS1,AGPAT2,STARD10,PTPN3,KLRD1,MALAT1,HNRNPA1L2,CTTN,PCED1B,DIABLO,AAAS,PRKAG1
6076,NPRL3,UPF3B,ADHFE1,SNHG7,ATG16L2,AKAP2,KLRC2,AP000769.1,SUGT1,DHCR7,RP11-493L12.4,VPS33A,SP1,KMT2D
6077,HBA2,RNF113A,VCPIP1,TMEM141,FCHSD2,TXN,KLRC1,SCYL1,TDRD3,RP11-660L16.2,RPAP3,CLIP1,PRR13,LMBR1L
6078,HBA1,NDUFA1,C8orf44,RABL6,P2RY6,SVEP1,RP11-291B21.2,LTBP3,PCDH9,NADSYN1,RP1-197B17.3,ZCCHC8,PCBP2,TUBA1B
6079,LUC7L,AKAP14,SGK3,C9orf172,RELT,KIAA0368,MAGOHB,SSSCA1,MZT1,FAM86C1,SLC48A1,RSRC2,MAP3K12,TUBA1A
6080,FAM234A,NKAP,COPS5,PHPT1,FAM168A,PTGR1,YBX3,FAM89B,DIS3,RP11-849H4.2,HDAC7,HCAR2,TARBP2,TUBA1C
6081,MRPL28,ZBTB33,CSPP1,MAMDC4,PLEKHB1,DNAJC25,PRR4,EHBP1L1,PIBF1,RNF121,VDR,HCAR3,ATF7,TROAP
6082,TMEM8A,TMEM255A,ARFGEF1,EDF1,RAB6A,GNG10,SMIM10L1,SIPA1,KLF12,NUMA1,TMEM106C,DENR,ATP5G2,SPATS2
6083,NME4,LAMP2,PREX2,TRAF2,MRPL48,UGCG,ETV6,MAP3K11,COMMD6,LAMTOR1,COL2A1,VPS37B,CALCOCO1,MCRS1
6084,PIGQ,CUL4B,SULF1,FBXW5,COA4,SUSD1,BORCS5,PCNXL3,UCHL3,ANAPC15,ASB8,OGFOD2,SMUG1,FMNL3
6085,C16orf13,MCTS1,NCOA2,PTGDS,PAAF1,PTBP3,DUSP16,RELA,LMO7,FOLR1,RP11-370I10.12,ARL6IP4,CBX5,TMBIM6
6086,FAM195A,C1GALT1C1,TRAM1,C9orf142,UCP2,HSDL2,CREBL2,KAT5,KCTD12,FOLR2,ZNF641,MPHOSPH9,HNRNPA1,BCDIN3D
6087,MSLN,THOC2,LACTB2,ABCA2,C2CD3,INIP,GPR19,RNASEH2C,CLN5,INPPL1,CCNT1,C12orf65,COPZ1,RACGAP1
6088,RHOT2,XIAP,MSC-AS1,NPDC1,PPME1,SNX30,CDKN1B,AP5B1,FBXL3,CLPB,CACNB3,SBNO1,ITGA5,SMARCD1
6089,STUB1,STAG2,MSC,MAN1B1-AS1,PGM2L1,ZNF883,APOLD1,CFL1,MYCBP2,ARAP1,DDX23,KMT5A,GTSF1,COX14
6090,JMJD8,SMARCA1,TERF1,MAN1B1,KCNE3,ZFP37,GPRC5A,MUS81,SLAIN1,STARD10,FKBP11,RILPL2,NCKAP1L,RP4-605O3.4
6091,METRN,OCRL,SBSPON,DPP7,POLD3,SLC31A2,HEBP1,EFEMP2,RNF219,ATG16L2,ARF3,SNRNP35,TESPA1,CERS5
6092,FAM173A,ZDHHC9,RPL7,ANAPC2,RNF169,FKBP15,EMP1,CTSW,RBM26,FCHSD2,PRKAG1,TMED2,BLOC1S1,LIMA1
6093,HAGHL,UTP14A,RDH10,SSNA1,XRRA1,SLC31A1,ATF7IP,FIBP,GPR180,P2RY6,KMT2D,DDX55,RDH5,LARP4
6094,NARFL,BCORL1,STAU2,TPRN,SPCS2,CDC26,PLBD1,CCDC85B,ABCC4,RELT,LMBR1L,EIF2B1,CD63,ATF1
6095,RPUSD1,ELF4,UBE2W,TMEM203,NEU3,PRPF4,H2AFJ,FOSL1,DNAJC3,FAM168A,TUBA1B,GTF2H3,RP11-644F5.11,METTL7A
6096,UBE2I,AIFM1,TCEB1,TUBB4B,SLCO2B1,HDHD3,WBP11,C11orf68,MBNL2,PLEKHB1,TUBA1A,ATP6V0A2,GDF11,SLC11A2
6097,TSR3,ZNF280C,TMEM70,NELFB,ARRB1,ALAD,C12orf60,DRAP1,IPO5,RAB6A,TUBA1C,CCDC92,SARNP,LETMD1
6098,GNPTG,SLC25A14,LY96,EXD3,RPS3,POLE3,MGP,SART1,STK24,MRPL48,TROAP,ZNF664,ORMDL2,CSRNP2
6099,UNKL,RBMX2,GDAP1,NOXA1,SERPINH1,RGS3,ARHGDIB,EIF1AD,UBAC2,COA4,SPATS2,NCOR2,DNAJC14,DAZAP2
6100,C16orf91,ENOX2,PI15,NSMF,UVRAG,ZNF618,STRAP,BANF1,GPR18,PAAF1,MCRS1,SCARB1,PYM1,BIN2
6101,CLCN7,IGSF1,CRISPLD1,MRPL41,PRKRIR,COL27A1,DERA,CST6,GPR183,DNAJB13,FMNL3,UBC,DGKA,GALNT6
6102,TELO2,FIRRE,ZFHX4,DPH7,RP11-111M22.3,AKNA,MGST1,CATSPER1,TM9SF2,UCP2,TMBIM6,BRI3BP,CDK2,ACVRL1
6103,TMEM204,STK26,PEX2,ZMYND19,EMSY,ATP6V1G1,PLEKHA5,SF3B2,CLYBL,C2CD3,NCKAP5L,SLC15A4,RAB5B,NR4A1
6104,HN1L,RAP2C,PKIA,ARRDC1,ACER3,TRIM32,AEBP2,PACS1,RP11-12G12.7,PPME1,FAIM2,GLT1D1,RPS26,ATG101
6105,MAPK8IP3,RAP2C-AS1,ZC2HC1A,ARRDC1-AS1,MYO7A,TLR4,PYROXD1,KLC2,TMTC4,PGM2L1,RACGAP1,STX2,PA2G4,KRT7
6106,NME3,MBNL3,IL7,EHMT1,PAK1,CDK5RAP2,RECQL,RAB1B,TPP2,KCNE3,SMARCD1,RAN,RPL41,KRT86
6107,MRPS34,HS6ST2,STMN2,BET1L,CLNS1A,MEGF9,GOLT1B,YIF1A,TEX30,POLD3,COX14,SFSWAP,ZC3H10,KRT8
6108,SPSB3,GPC4,HEY1,RIC8A,RSF1,FBXW2,LDHB,CD248,ERCC5,RNF169,RP4-605O3.4,MMP17,ESYT1,KRT18
6109,NUBP2,GPC3,MRPS28,SIRT3,AAMDC,PSMD5,CMAS,BRMS1,ARGLU1,XRRA1,CERS5,ULK1,MYL6B,EIF4B
6110,HAGH,CCDC160,TPD52,PSMD13,INTS4,PSMD5-AS1,ST8SIA1,B4GAT1,LIG4,SPCS2,LIMA1,PUS1,MYL6,SPRYD3
6111,MSRB1,PHF6,ZBTB10,ATHL1,NDUFC2,PHF19,C2CD5,MRPL11,ABHD13,SLCO2B1,LARP4,EP400,SMARCC2,IGFBP6
6112,NDUFB10,HPRT1,ZNF704,IFITM2,ALG8,CNTRL,ETNK1,CTD-3074O7.5,TNFSF13B,ARRB1,ATF1,NOC4L,RNF41,CSAD
6113,RPS2,MIR503HG,PAG1,IFITM1,GAB2,RAB14,BCAT1,DPP3,IRS2,RPS3,METTL7A,FBRSL1,NABP2,ZNF740
6114,SNHG9,PLAC1,FABP5,RP11-326C3.11,RP11-452H21.4,GSN,LRMP,ZDHHC24,COL4A1,GDPD5,RP11-407N8.6,PXMP2,ANKRD52,ITGB7
6115,TBL3,FAM122B,FABP4,IFITM3,NARS2,STOM,LYRM5,CTSF,COL4A2,SERPINH1,SLC11A2,ANKLE2,COQ10A,RARG
6116,GFER,FAM122C,IMPA1,SIGIRR,PRCP,DAB2IP,KRAS,CCS,CARKD,UVRAG,LETMD1,GOLGA3,CS,MFSD5
6117,NTHL1,MOSPD1,ZFAND1,PTDSS2,RAB30-AS1,NDUFA8,RP11-707G18.1,RBM14,CARS2,PRKRIR,CSRNP2,CHFR,RP11-977G19.11,PFDN5
6118,TSC2,SMIM10,CHMP4C,RNH1,PCF11,LHX6,BHLHE41,RBM4,ING1,RP11-111M22.2,TFCP2,ZNF26,RP11-977G19.12,C12orf10
6119,SNHG19,FAM127C,SNX16,HRAS,ANKRD42,RBM18,SSPN,RBM4B,ANKRD10,RP11-111M22.3,DAZAP2,ZNF84,CNPY2,AAAS
6120,TRAF7,FAM127A,LRRCC1,PHRF1,CCDC90B,MRRF,ITPR2,RP11-658F2.8,ARHGEF7,EMSY,BIN2,ZNF140,PAN2,SP1
6121,MLST8,FAM127B,E2F5,IRF7,TMEM126B,PTGS1,ASUN,RCE1,TUBGCP3,ACER3,GALNT6,MPHOSPH8,STAT2,PRR13
6122,PGP,SMIM10L2B,C8orf59,DEAF1,TMEM126A,PDCL,FGFR1OP2,PC,ATP11A,MYO7A,SLC4A8,PSPC1,SPRYD4,PCBP2
6123,E4F1,ZNF75D,CA2,EPS8L2,CREBZF,RC3H2,TM7SF3,RHOD,PCID2,PAK1,ACVRL1,ZMYM5,BAZ2A,MAP3K12
6124,ECI1,ZNF449,WWP1,TMEM80,PICALM,ZBTB6,MED21,KDM2A,CUL4A,CLNS1A,ACVR1B,RP11-61K9.3,ATP5B,TARBP2
6125,RNPS1,SMIM10L2A,RMDN1,TALDO1,EED,ZBTB26,STK38L,ADRBK1,LAMP1,RSF1,GRASP,ZMYM2,PTGES3,ATF7
6126,AMDHD2,DDX26B,CPNE3,PDDC1,C11orf73,RABGAP1,PPFIBP1,ANKRD13D,TFDP1,AAMDC,NR4A1,CRYL1,NACA,ATP5G2
6127,PDPK1,MMGT1,MMP16,AP006621.5,ME3,STRBP,MRPS35,SSH3,GAS6,INTS4,ATG101,IFT88,PRIM1,CALCOCO1
6128,KCTD5,SLC9A6,RP11-37B2.1,SLC25A22,PRSS23,DENND1A,KLHL42,RAD9A,RASA3,NDUFC2,KRT7,N6AMT2,NAB2,HOXC4
6129,SRRM2,FHL1,RIPK2,PIDD1,TMEM135,NEK6,CCDC91,POLD4,CDC16,ALG8,KRT86,XPO4,STAT6,RP11-834C11.6
6130,TCEB2,MAP7D3,OSGIN2,RPLP2,RAB38,PSMB7,FAR2,PPP1CA,UPF3A,KCTD21-AS1,KRT1,LATS2,SHMT2,SMUG1
6131,FLYWCH2,HTATSF1,NBN,PNPLA2,CTSC,OLFML2A,ERGIC2,TBC1D10C,CHAMP1,USP35,KRT8,LATS2-AS1,R3HDM2,CBX5
6132,FLYWCH1,VGLL1,DECR1,CRACR2B,CHORDC1,RPL35,IPO8,RPS6KB2,TTC5,GAB2,KRT18,SAP18,ARHGAP9,HNRNPA1
6133,TNFRSF12A,RP11-1114A5.4,TMEM64,CD151,SLC36A4,ARPC5L,CAPRIN2,CORO1B,CCNB1IP1,RP11-452H21.4,EIF4B,MRPL57,MARS,COPZ1
6134,HCFC1R1,RBMX,NECAB1,POLR2L,SMCO4,GOLGA1,DDX11,TMEM134,RPPH1,NARS2,SPRYD3,ZDHHC20,DDIT3,ITGA5
6135,THOC6,FGF13,C8orf88,TSPAN4,CEP295,SCAI,FAM60A,AIP,TEP1,TENM4,IGFBP6,MICU2,MBD6,GTSF1
6136,MMP25-AS1,ATP11C,TMEM55A,RP11-1391J7.1,TAF1D,PPP6C,METTL20,PITPNM1,OSGEP,PRCP,CSAD,SACS,DCTN2,NCKAP1L
6137,IL32,LINC00632,OTUD6B-AS1,CHID1,C11orf54,RABEPK,AMN1,CDK2AP2,APEX1,RAB30,ITGB7,SPATA13,PIP4K2C,TESPA1
6138,ZNF213-AS1,LDOC1,OTUD6B,AP2A2,MED17,HSPA5,RP11-467L13.7,GSTP1,TMEM55B,RAB30-AS1,RARG,PARP4,DTX3,ITGA7
6139,ZNF263,SLITRK4,RUNX1T1,TOLLIP,PANX1,GAPVD1,H3F3C,NDUFV1,PNP,PCF11,MFSD5,PABPC3,OS9,BLOC1S1
6140,ZNF75A,FMR1,TRIQK,TOLLIP-AS1,MRE11A,MAPKAP1,KIAA1551,NUDT8,ANG,ANKRD42,PFDN5,MTMR6,AGAP2,CD63
6141,NAA60,IDS,FAM92A1,BRSK2,ANKRD49,PBX3,RP11-50I19.2,ACY3,RNASE6,CCDC90B,C12orf10,NUP58,TSPAN31,RP11-644F5.11
6142,CLUAP1,LINC00893,CTD-2006H14.2,MOB2,FUT4,MVB12B,BICD1,UNC93B1,RNASE1,TMEM126B,AMHR2,RNF6,CDK4,GDF11
6143,NLRC3,CXorf40A,RBM12B,DUSP8,AMOTL1,ZBTB43,DNM1L,ALDH3B1,METTL17,TMEM126A,PRR13,CDK8,METTL1,SARNP
6144,DNASE1,TMEM185A,TMEM67,CTSD,CWC15,ZBTB34,YARS2,NDUFS8,NDRG2,CREBZF,PCBP2,USP12,TSFM,ORMDL2
6145,TRAP1,CXorf40B,PDP1,LSP1,SRSF8,ANGPTL2,CPNE8,TCIRG1,ZNF219,SYTL2,RP11-793H13.11,RPL21,CTDSP2,MMP19
6146,CREBBP,MAMLD1,GEM,MRPL23,ENDOD1,SLC2A8,KIF21A,RP11-802E16.3,HNRNPC,PICALM,TARBP2,GTF3A,RP11-620J15.3,PYM1
6147,CORO7,MTM1,RAD54B,IGF2,SESN3,ZNF79,ABCD2,CHKA,SUPT16H,EED,ATF7,MTIF3,XRCC6BP1,DGKA
6148,DNAJA3,MTMR1,KIAA1429,CD81,FAM76B,RPL12,GXYLT1,KMT5B,CHD8,C11orf73,ATP5G2,POLR1D,SLC16A7,RAB5B
6149,NMRAL1,CD99L2,DPY19L4,TSSC4,CEP57,LRSAM1,YAF2,C11orf24,TOX4,PRSS23,CALCOCO1,ATP5EP2,USP15,IKZF4
6150,HMOX2,HMGB3,INTS8,KCNQ1OT1,MTMR2,FAM129B,PPHLN1,LRP5,METTL3,TMEM135,HOXC6,FLT3,MON2,RPS26
6151,CDIP1,VMA21,NDUFAF6,CDKN1C,MAML2,STXBP1,ZCRB1,PPP6R3,TRAC,RAB38,SMUG1,PAN3,RP11-631N16.2,ERBB3
6152,UBALD1,GABRE,TP53INP1,SLC22A18,CCDC82,PTRH1,PUS7L,CPT1A,DAD1,CTSC,CBX5,POMP,TMEM5,PA2G4
6153,MGRN1,CETN2,PLEKHF2,PHLDA2,JRKL,TOR2A,IRAK4,MRPL21,OXA1L,CHORDC1,HNRNPA1,SLC46A3,XPOT,RPL41
6154,NUDT16L1,NSDHL,C8orf37,NAP1L4,YAP1,SH2D3C,TWF1,IGHMBP2,SLC7A7,SLC36A4,COPZ1,SLC7A1,TBK1,ESYT1
6155,ANKS3,ZNF185,GDF6,CARS,BIRC3,CDK9,NELL2,TPCN2,MRPL52,SMCO4,GPR84,UBL3,RASSF3,MYL6B
6156,ZNF500,PNMA3,UQCRB,OSBPL5,BIRC2,FPGS,ANO6,CCND1,MMP14,CEP295,ZNF385A,HMGB1,GNS,MYL6
6157,ROGDI,PNMA6A,MTERF3,ZNF195,TMEM123,ENG,RP11-352M15.2,ORAOV1,LRP10,TAF1D,ITGA5,USPL1,LEMD3,SMARCC2
6158,GLYR1,ZNF275,PTDSS1,NUP98,MMP7,AK1,ARID2,FADD,RBM23,C11orf54,GTSF1,ALOX5AP,LLPH,RNF41
6159,UBN1,HAUS7,SDC2,PGAP2,MMP1,ST6GALNAC6,SCAF11,PPFIA1,PRMT5,MED17,NCKAP1L,HSPH1,TMBIM4,NABP2
6160,NAGPA,BGN,CPQ,RHOG,MMP12,ST6GALNAC4,SLC38A1,CTTN,C14orf93,PANX1,PPP1R1A,FRY-AS1,HELB,ANKRD52
6161,METTL22,FAM58A,TSPYL5,STIM1,DCUN1D5,DPM2,SLC38A2,DHCR7,PSMB5,MRE11A,TESPA1,FRY,CAND1,COQ10A
6162,TMEM186,RP11-66N11.8,MTDH,RRM1,DYNC2H1,FAM102A,PCED1B,RP11-660L16.2,ACIN1,ANKRD49,METTL7B,N4BP2L1,DYRK2,CS
6163,CARHSP1,DUSP9,LAPTM4B,TRIM21,CASP4,NAIF1,RP11-493L12.4,NADSYN1,C14orf119,FUT4,RP11-644F5.10,N4BP2L2,IFNG,RP11-977G19.11
6164,USP7,PNCK,MATN2,TRIM68,CASP1,SLC25A25,RPAP3,FAM86C1,HOMEZ,CWC15,BLOC1S1,PDS5B,MDM1,RP11-977G19.12
6165,C16orf72,SLC6A8,RPL30,OR51E1,CARD16,PTGES2,SLC48A1,RP11-849H4.2,PPP1R3E,SRSF8,RDH5,STARD13,RP11-81H14.2,CNPY2
6166,RP11-473I1.5,BCAP31,HRSP12,OR51E2,MSANTD4,LCN2,HDAC7,RNF121,BCL2L2,ENDOD1,CD63,RFC3,RAP1B,PAN2
6167,ATF7IP2,ABCD1,POP1,HBB,KBTBD3,C9orf16,VDR,IL18BP,PABPN1,SESN3,SARNP,SPG20,NUP107,STAT2
6168,EMP2,IDH3G,NIPAL2,TRIM5,AASDHPPT,CIZ1,TMEM106C,NUMA1,NGDN,FAM76B,ORMDL2,RFXAP,SLC35E3,SPRYD4
6169,NUBP1,SSR4,STK3,TRIM22,CWF19L2,GOLGA2,SENP1,LAMTOR1,AP1G2,CEP57,DNAJC14,ALG5,MDM2,BAZ2A
6170,DEXI,L1CAM,OSR2,FAM160A2,SLC35F2,SWI5,PFKM,ANAPC15,DHRS4-AS1,MTMR2,PYM1,EXOSC8,CPSF6,ATP5B
6171,SOCS1,ARHGAP4,RP11-410L14.2,PRKCDBP,RAB39A,TRUB2,ASB8,FOLR1,DHRS4,MAML2,CDK2,SUPT20H,LYZ,PTGES3
6172,LITAF,NAA10,VPS13B,SMPD1,CUL5,COQ4,ZNF641,FOLR2,DHRS4L2,CCDC82,RAB5B,UFM1,YEATS4,NACA
6173,TXNDC11,RENBP,COX6C,APBB1,ACAT1,SLC27A4,KANSL2,INPPL1,PCK2,JRKL,IKZF4,PROSER1,FRS2,PRIM1
6174,ZC3H7A,HCFC1,RGS22,TRIM3,NPAT,URM1,CCNT1,CLPB,DCAF11,CEP126,RPS26,NHLRC3,CCT2,STAT6
6175,RSL1D1,TMEM187,POLR2K,ARFIP2,ATM,CERCAM,DDX23,PDE2A,PSME1,YAP1,PA2G4,LHFP,RAB3IP,LRP1
6176,GSPT1,IRAK1,RNF19A,TIMM10B,KDELC2,ODF2,FKBP11,ARAP1,EMC9,BIRC3,RPL41,COG6,LINC01481,SHMT2
6177,SNX29,MECP2,ANKRD46,RRP8,DDX10,GLE1,ARF3,STARD10,PSME2,BIRC2,ZC3H10,FOXO1,CNOT2,RP11-123K3.9
6178,CPPED1,FLNA,PABPC1,ILK,ZC3H12C,SPTAN1,PRKAG1,ATG16L2,RP11-468E2.4,TMEM123,ESYT1,MRPS31,ZFC3H1,NDUFA4L2
6179,ERCC4,EMD,YWHAZ,TAF10,RDX,WDR34,KMT2D,FCHSD2,IRF9,MMP7,MYL6B,ELF1,THAP2,R3HDM2
6180,PARN,RPL10,ZNF706,TPP1,FDX1,SET,LMBR1L,P2RY6,REC8,MMP1,MYL6,WBP4,TMEM19,ARHGAP9
6181,BFAR,XX-FW83563B9.5,NCALD,DCHS1,SIK2,PKN3,TUBA1B,RELT,CHMP4A,DCUN1D5,SMARCC2,KBTBD6,RAB21,MARS
6182,PDXDC1,DNASE1L1,RRM2B,MRPL17,PPP2R1B,ZDHHC12,TUBA1A,FAM168A,MDP1,DYNC2H1,RNF41,KBTBD7,TBC1D15,DDIT3
6183,NTAN1,TAZ,UBR5,OLFML1,C11orf1,RP11-545E17.3,TUBA1C,RAB6A,NEDD8,PDGFD,NABP2,NAA16,ATXN7L3B,MBD6
6184,RRN3,CH17-340M24.3,KLF10,PPFIBP2,CRYAB,ZER1,TROAP,MRPL48,GMPR2,CASP4,ANKRD52,RGCC,GLIPR1,DCTN2
6185,KIAA0430,ATP6AP1,KB-1732A1.1,CYB5R2,DIXDC1,TBC1D13,SPATS2,COA4,TINF2,CASP1,COQ10A,VWA8,KRR1,PIP4K2C
6186,NDE1,GDI1,AZIN1,EIF3F,DLAT,ENDOG,MCRS1,PAAF1,RABGGTA,CARD16,CS,AKAP11,PHLDA1,DTX3
6187,FOPNL,FAM50A,AZIN1-AS1,TUB,C11orf57,C9orf114,FMNL3,UCP2,DHRS1,MSANTD4,RP11-977G19.12,EPSTI1,NAP1L1,OS9
6188,ABCC1,PLXNA3,ATP6V1C1,RIC3,TIMM8B,LRRC8A,TMBIM6,C2CD3,CIDEB,KBTBD3,CNPY2,DNAJC15,OSBPL8,AGAP2
6189,RPS15A,LAGE3,BAALC,TRIM66,SDHD,PHYHD1,BCDIN3D,PPME1,LTB4R,AASDHPPT,STAT2,LACC1,ZDHHC17,TSPAN31
6190,ARL6IP1,UBL4A,FZD6,RPL27A,IL18,DOLK,RACGAP1,PGM2L1,KHNYN,RP11-819C21.1,SPRYD4,TSC22D1,PAWR,CDK4
6191,SMG1,SLC10A3,CTHRC1,ST5,BCO2,NUP188,SMARCD1,KCNE3,SDR39U1,CWF19L2,RBMS2,GPALPP1,PPP1R12A,MARCH9
6192,COQ7,FAM3A,SLC25A32,AKIP1,PTS,SH3GLB2,COX14,AP001372.2,GZMH,ALKBH8,BAZ2A,GTF2F2,CCDC59,METTL1
6193,GDE1,G6PD,DCAF13,TMEM9B,RP11-356J5.12,FAM73B,RP4-605O3.4,POLD3,GZMB,SLC35F2,ATP5B,TPT1,METTL25,TSFM
6194,C16orf62,IKBKG,RIMS2,DENND5A,ZW10,DOLPP1,CERS5,RNF169,G2E3,CUL5,PTGES3,TPT1-AS1,NTS,CTDSP2
6195,KNOP1,DKC1,DPYS,TMEM41B,USP28,CRAT,LIMA1,XRRA1,SCFD1,ACAT1,NACA,COG3,C12orf29,RP11-620J15.3
6196,THUMPD1,MPP1,LRP12,IPO7,ZBTB16,PPP2R4,LARP4,SPCS2,COCH,NPAT,PRIM1,ZC3H13,CEP290,XRCC6BP1
6197,LYRM1,F8,ZFPM2,CTD-2371O3.2,NNMT,IER5L,DIP2B,SLCO2B1,STRN3,ATM,ZBTB39,LCP1,TMTC3,SLC16A7
6198,TMEM159,F8A1,RP11-395G23.3,CTD-2371O3.3,C11orf71,LINC01503,ATF1,ARRB1,AP4S1,KDELC2,NEMP1,LRCH1,DUSP6,USP15
6199,METTL9,FUNDC2,OXR1,ZNF143,RBM7,NTMT1,METTL7A,RPS3,HECTD1,DDX10,NAB2,ESD,POC1B,MON2
6200,UQCRC2,CMC4,ANGPT1,WEE1,REXO2,ASB6,SLC11A2,GDPD5,HEATR5A,RDX,STAT6,SUCLA2,RP11-734K2.4,TMEM5
6201,EEF2K,BRCC3,EIF3E,SWAP70,CADM1,TOR1B,LETMD1,SERPINH1,DTD2,FDX1,LRP1,NUDT15,ATP2B1,SRGAP1
6202,POLR3E,VBP1,EMC2,SBF2,LINC00900,TOR1A,CSRNP2,DGAT2,NUBPL,SIK2,SHMT2,MED4,LINC00936,C12orf66
6203,CDR2,CLIC2,NUDCD1,ADM,BUD13,C9orf78,TFCP2,UVRAG,ARHGAP5,PPP2R1B,STAC3,ITM2B,LUM,XPOT
6204,NPIPB5,TMLHE,ENY2,MTRNR2L8,ZPR1,USP20,DAZAP2,PRKRIR,SPTSSA,FDXACB1,R3HDM2,RB1,DCN,TBK1
6205,COG7,VAMP7,EBAG9,RNF141,APOA1,FNBP1,SMAGP,RP11-111M22.3,EAPP,C11orf1,ARHGAP9,LPAR6,BTG1,GNS
6206,GGA2,ZNF596,SYBU,LYVE1,SIK3,GPR107,BIN2,EMSY,SNX6,CRYAB,MARS,RCBTB2,RP11-796E2.4,LEMD3
