,NK,NKT,CD4T,CD8T,Endothelial,Epithelial,Macrophage,Monocyte,DC,B,Plasma,Mast,Fibroblast,Pericyte
145,LYPLA2,MUL1,HNRNPR,PNRC2,AKR7A3,DDI2,SDHB,PITHD1,KIF17,NIPAL3,IFFO2,TXNDC12,ARHGEF19,RP1-43E13.2
146,GALE,CDA,ID3,SRSF10,AKR7A2,PLEKHM2,PADI2,LYPLA2,HP1BP3,RCAN3,UBR4,BTF3L4,RSG1,EMC1
147,HMGCL,PINK1,RPL11,NIPAL3,PQLC2,FBLIM1,RCC2,GALE,EIF4G3,SRRM1,RP1-43E13.2,GPX7,FBXO42,MRTO4
148,FUCA1,DDOST,TCEB3,RCAN3,CAPZB,RP11-169K16.9,ARHGEF10L,HMGCL,ECE1,CLIC4,EMC1,SCP2,SZRD1,AKR7A2
149,CNR2,KIF17,RP5-886K2.3,RP4-594I10.3,MINOS1,SPEN,ALDH4A1,FUCA1,USP48,RUNX3,MRTO4,MAGOH,NECAP2,PQLC2
150,PNRC2,HP1BP3,PITHD1,SRRM1,NBL1,ZBTB17,IFFO2,PNRC2,HSPG2,SYF2,AKR7A3,HSPB11,NBPF1,CAPZB
151,SRSF10,EIF4G3,LYPLA2,RUNX3,TMCO4,EPHA2,UBR4,SRSF10,LINC00339,C1orf63,AKR7A2,TMEM59,CROCCP2,MINOS1
152,NIPAL3,ECE1,GALE,SYF2,OTUD3,ARHGEF19,RP1-43E13.2,NIPAL3,CDC42,TMEM50A,PQLC2,MRPL37,CROCC,NBL1
153,RCAN3,USP48,HMGCL,C1orf63,CAMK2N1,RSG1,EMC1,RCAN3,ZBTB40,TMEM57,CAPZB,SSBP3,RP11-108M9.4,TMCO4
154,RP4-594I10.3,LINC00339,FUCA1,TMEM50A,MUL1,FBXO42,MRTO4,SRRM1,C1QA,LDLRAP1,MINOS1,DHCR24,ATP13A2,OTUD3
155,SRRM1,CDC42,PNRC2,TMEM57,CDA,SZRD1,AKR7A2,CLIC4,C1QC,MTFR1L,NBL1,TACSTD2,SDHB,CAMK2N1
156,RUNX3,ZBTB40,SRSF10,LDLRAP1,PINK1,NECAP2,PQLC2,RUNX3,C1QB,STMN1,TMCO4,JUN,RCC2,MUL1
157,SYF2,C1QA,STPG1,RP1-187B23.1,DDOST,RP4-798A10.2,CAPZB,SYF2,KDM1A,PAFAH2,OTUD3,TM2D1,ARHGEF10L,CDA
158,C1orf63,C1QC,NIPAL3,SEPN1,KIF17,RP4-798A10.7,MINOS1,C1orf63,LUZP1,ZNF593,PLA2G2D,INADL,ALDH4A1,PINK1
159,TMEM50A,C1QB,RCAN3,MTFR1L,HP1BP3,NBPF1,NBL1,TMEM50A,HNRNPR,SH3BGRL3,CAMK2N1,USP1,IFFO2,PINK1-AS
160,TMEM57,KDM1A,RP4-594I10.3,STMN1,EIF4G3,CROCCP2,TMCO4,TMEM57,TCEA3,UBXN11,MUL1,JAK1,UBR4,DDOST
161,LDLRAP1,LUZP1,SRRM1,PAFAH2,ECE1,CROCC,OTUD3,LDLRAP1,ID3,CD52,CDA,LEPROT,RP1-43E13.2,KIF17
162,RP1-187B23.1,HNRNPR,CLIC4,ZNF593,NBPF3,RP11-108M9.4,PLA2G2D,SEPN1,RPL11,ZNF683,PINK1,SLC35D1,EMC1,HP1BP3
163,SEPN1,TCEA3,RUNX3,SH3BGRL3,ALPL,RP11-108M9.6,CAMK2N1,MTFR1L,TCEB3,DHDDS,PINK1-AS,SERBP1,MRTO4,EIF4G3
164,MTFR1L,ID3,SYF2,UBXN11,USP48,ATP13A2,MUL1,PAQR7,RP5-886K2.3,HMGN2,DDOST,GADD45A,AKR7A3,ECE1
165,STMN1,RPL11,C1orf63,CD52,HSPG2,SDHB,CDA,STMN1,PITHD1,RPS6KA1,HP1BP3,SRSF11,AKR7A2,USP48
166,PAFAH2,TCEB3,TMEM50A,ZNF683,LINC00339,RCC2,PINK1,ZNF593,LYPLA2,ARID1A,EIF4G3,TYW3,PQLC2,HSPG2
167,ZNF593,RP5-886K2.3,TMEM57,DHDDS,CDC42,ARHGEF10L,DDOST,SH3BGRL3,GALE,PIGV,ECE1,RABGGTB,CAPZB,CDC42
168,SH3BGRL3,PITHD1,LDLRAP1,HMGN2,ZBTB40,ALDH4A1,KIF17,UBXN11,HMGCL,ZDHHC18,USP48,PIGK,MINOS1,ZBTB40
169,UBXN11,LYPLA2,RP1-187B23.1,RPS6KA1,C1QA,IFFO2,HP1BP3,CD52,FUCA1,GPN2,HSPG2,NEXN,NBL1,C1QA
170,CD52,GALE,SEPN1,ARID1A,C1QC,UBR4,EIF4G3,DHDDS,PNRC2,GPATCH3,LINC00339,DNAJB4,TMCO4,C1QC
171,ZNF683,HMGCL,MTFR1L,PIGV,C1QB,RP1-43E13.2,ECE1,HMGN2,SRSF10,NUDC,CDC42,RP11-386I14.4,OTUD3,C1QB
172,DHDDS,FUCA1,STMN1,ZDHHC18,EPHB2,EMC1,USP48,RPS6KA1,IFNLR1,SLC9A1,ZBTB40,TTLL7,UBXN10-AS1,KDM1A
173,HMGN2,PNRC2,PAFAH2,GPN2,KDM1A,MRTO4,HSPG2,ARID1A,NIPAL3,WDTC1,C1QA,GNG5,UBXN10,LUZP1
174,RPS6KA1,SRSF10,ZNF593,GPATCH3,LUZP1,AKR7A3,LINC00339,PIGV,RCAN3,TMEM222,C1QC,SSX2IP,CAMK2N1,RP5-1057J7.6
175,ARID1A,IFNLR1,SH3BGRL3,NUDC,HNRNPR,AKR7A2,CDC42,ZDHHC18,RP4-594I10.3,SYTL1,C1QB,CYR61,MUL1,HNRNPR
176,PIGV,STPG1,UBXN11,SLC9A1,ZNF436,PQLC2,ZBTB40,GPN2,SRRM1,FCN3,KDM1A,RP4-612B15.3,CDA,ZNF436
177,ZDHHC18,NIPAL3,CD52,WDTC1,TCEA3,CAPZB,C1QA,GPATCH3,CLIC4,WASF2,LUZP1,SH3GLB1,PINK1,TCEA3
178,GPN2,RCAN3,ZNF683,TMEM222,ID3,MINOS1-NBL1,C1QC,NUDC,RUNX3,FGR,RP5-1057J7.6,SEP15,PINK1-AS,ID3
179,GPATCH3,RP4-594I10.3,DHDDS,SYTL1,RPL11,MINOS1,C1QB,SLC9A1,SYF2,IFI6,HNRNPR,LMO4,DDOST,RPL11
180,NUDC,SRRM1,HMGN2,FCN3,TCEB3,NBL1,EPHB2,WDTC1,C1orf63,FAM76A,C1orf213,PKN2,KIF17,TCEB3
181,SLC9A1,CLIC4,RPS6KA1,WASF2,RP5-886K2.3,TMCO4,KDM1A,TMEM222,TMEM50A,STX12,TCEA3,GTF2B,HP1BP3,RP5-886K2.3
182,WDTC1,RUNX3,ARID1A,AHDC1,PITHD1,OTUD3,LUZP1,SYTL1,TMEM57,PPP1R8,E2F2,CCBL2,EIF4G3,PITHD1
183,TMEM222,SYF2,PIGV,FGR,LYPLA2,UBXN10-AS1,HNRNPR,FCN3,LDLRAP1,THEMIS2,ID3,RBMXL1,ECE1,LYPLA2
184,SYTL1,C1orf63,ZDHHC18,IFI6,GALE,UBXN10,TCEA3,WASF2,SEPN1,RPA2,RPL11,GBP1,NBPF3,GALE
185,MAP3K6,TMEM50A,GPN2,FAM76A,HMGCL,CAMK2N1,ID3,AHDC1,MTFR1L,XKR8,TCEB3,LRRC8B,ALPL,HMGCL
186,FCN3,TMEM57,GPATCH3,STX12,FUCA1,MUL1,RPL11,FGR,PAQR7,EYA3,RP5-886K2.3,LRRC8C,USP48,FUCA1
187,WASF2,LDLRAP1,NUDC,PPP1R8,PNRC2,CDA,TCEB3,IFI6,STMN1,PTAFR,PITHD1,ZNF326,HSPG2,PNRC2
188,AHDC1,RP1-187B23.1,SLC9A1,THEMIS2,SRSF10,PINK1,RP5-886K2.3,FAM76A,PAFAH2,DNAJC8,LYPLA2,ZNF644,LINC00339,SRSF10
189,FGR,SEPN1,WDTC1,RPA2,STPG1,DDOST,PITHD1,STX12,ZNF593,ATPIF1,GALE,RPL5,CDC42,STPG1
190,IFI6,MTFR1L,TMEM222,XKR8,NIPAL3,HP1BP3,LYPLA2,PPP1R8,CEP85,SESN2,HMGCL,MTF2,ZBTB40,NIPAL3
191,FAM76A,PAQR7,SYTL1,EYA3,RCAN3,EIF4G3,GALE,THEMIS2,SH3BGRL3,PHACTR4,FUCA1,TMED5,C1QA,RCAN3
192,STX12,STMN1,FCN3,DNAJC8,SRRM1,ECE1,HMGCL,RPA2,UBXN11,RCC1,PNRC2,DR1,C1QC,RP4-594I10.3
193,PPP1R8,PAFAH2,WASF2,ATPIF1,CLIC4,ALPL,FUCA1,XKR8,CD52,TRNAU1AP,SRSF10,FNBP1L,C1QB,SRRM1
194,THEMIS2,PDIK1L,AHDC1,SESN2,RUNX3,USP48,PNRC2,EYA3,ZNF683,SNHG12,IFNLR1,DNTTIP2,EPHB2,CLIC4
195,RPA2,ZNF593,FGR,PHACTR4,SYF2,HSPG2,SRSF10,PTAFR,DHDDS,TAF12,STPG1,F3,KDM1A,RUNX3
196,SMPDL3B,CEP85,IFI6,RCC1,C1orf63,LINC00339,NIPAL3,DNAJC8,HMGN2,GMEB1,NIPAL3,RTCA,LUZP1,SYF2
197,XKR8,SH3BGRL3,FAM76A,TRNAU1AP,TMEM50A,CDC42,RCAN3,ATPIF1,RPS6KA1,YTHDF2,RCAN3,SLC30A7,RP5-1057J7.6,C1orf63
198,EYA3,UBXN11,STX12,SNHG12,TMEM57,ZBTB40,SRRM1,SESN2,ARID1A,EPB41,SRRM1,S1PR1,HNRNPR,TMEM50A
199,DNAJC8,CD52,PPP1R8,TAF12,LDLRAP1,C1QA,CLIC4,MED18,ZDHHC18,SRSF4,CLIC4,RNPC3,ZNF436,TMEM57
200,ATPIF1,ZNF683,THEMIS2,GMEB1,MAN1C1,C1QC,RUNX3,PHACTR4,GPN2,MECR,RUNX3,PRPF38B,C1orf213,LDLRAP1
201,SESN2,DHDDS,RPA2,YTHDF2,RP1-187B23.1,C1QB,SYF2,RCC1,GPATCH3,MATN1-AS1,SYF2,STXBP3,TCEA3,RP11-70P17.1
202,PHACTR4,HMGN2,XKR8,EPB41,SEPN1,EPHB2,C1orf63,TRNAU1AP,NUDC,LAPTM5,C1orf63,CLCC1,ID3,MAN1C1
203,RCC1,RPS6KA1,EYA3,SRSF4,MTFR1L,KDM1A,TMEM50A,SNHG12,SLC9A1,PUM1,TMEM50A,TMEM167B,RPL11,SEPN1
204,TRNAU1AP,ARID1A,DNAJC8,MECR,PAQR7,LUZP1,TMEM57,TAF12,WDTC1,SNRNP40,TMEM57,PSMA5,TCEB3,MTFR1L
205,SNHG12,PIGV,ATPIF1,LAPTM5,STMN1,RP5-1057J7.6,LDLRAP1,GMEB1,TMEM222,ZCCHC17,LDLRAP1,GNAI3,RP5-886K2.3,PAQR7
206,TAF12,ZDHHC18,SESN2,PUM1,PAFAH2,HNRNPR,MAN1C1,YTHDF2,SYTL1,PEF1,RP11-70P17.1,AHCYL1,PITHD1,STMN1
207,GMEB1,GPN2,MED18,SNRNP40,PDIK1L,ZNF436,SEPN1,EPB41,MAP3K6,PTP4A2,SEPN1,LAMTOR5,LYPLA2,PAFAH2
208,YTHDF2,GPATCH3,PHACTR4,ZCCHC17,ZNF593,C1orf213,MTFR1L,SRSF4,FCN3,KHDRBS1,MTFR1L,KCNA3,GALE,PDIK1L
209,EPB41,NUDC,RCC1,PEF1,SH3BGRL3,TCEA3,PAQR7,MECR,WASF2,TMEM39B,PAQR7,CD53,HMGCL,ZNF593
210,SRSF4,SLC9A1,TRNAU1AP,PTP4A2,UBXN11,E2F2,STMN1,LAPTM5,AHDC1,KPNA6,STMN1,DRAM2,FUCA1,CNKSR1
211,MECR,WDTC1,SNHG12,KHDRBS1,CD52,ID3,PAFAH2,SDC3,FGR,TXLNA,PAFAH2,DENND2D,PNRC2,SH3BGRL3
212,LAPTM5,TMEM222,TAF12,TMEM39B,DHDDS,RPL11,PDIK1L,PUM1,IFI6,CCDC28B,PDIK1L,ATP5F1,SRSF10,UBXN11
213,PUM1,SYTL1,GMEB1,KPNA6,HMGN2,TCEB3,ZNF593,SNRNP40,FAM76A,TMEM234,ZNF593,C1orf162,STPG1,CD52
214,SNRNP40,MAP3K6,YTHDF2,TXLNA,RPS6KA1,RP5-886K2.3,CEP85,ZCCHC17,STX12,EIF3I,CNKSR1,RAP1A,NIPAL3,DHDDS
215,ZCCHC17,FCN3,EPB41,CCDC28B,ARID1A,PITHD1,SH3BGRL3,SERINC2,PPP1R8,FAM167B,CEP85,FAM212B,RCAN3,HMGN2
216,PEF1,WASF2,SRSF4,TMEM234,PIGV,LYPLA2,UBXN11,PEF1,THEMIS2,LCK,SH3BGRL3,CAPZA1,SRRM1,RPS6KA1
217,PTP4A2,AHDC1,MECR,EIF3I,ZDHHC18,GALE,CD52,PTP4A2,RPA2,HDAC1,UBXN11,RHOC,CLIC4,ARID1A
218,KHDRBS1,FGR,LAPTM5,FAM167B,GPN2,HMGCL,DHDDS,KHDRBS1,SMPDL3B,MARCKSL1,CD52,PHTF1,RUNX3,PIGV
219,TMEM39B,IFI6,PUM1,LCK,GPATCH3,FUCA1,HMGN2,TMEM39B,XKR8,BSDC1,ZNF683,RSBN1,SYF2,ZDHHC18
220,KPNA6,FAM76A,SNRNP40,HDAC1,NUDC,PNRC2,RPS6KA1,KPNA6,EYA3,ZBTB8OS,DHDDS,HIPK1,C1orf63,GPN2
221,TXLNA,STX12,ZCCHC17,MARCKSL1,SLC9A1,SRSF10,ARID1A,TXLNA,PTAFR,RBBP4,HMGN2,BCAS2,TMEM50A,GPATCH3
222,CCDC28B,PPP1R8,TINAGL1,BSDC1,WDTC1,IFNLR1,PIGV,CCDC28B,DNAJC8,SYNC,RPS6KA1,DENND2C,TMEM57,NUDC
223,TMEM234,THEMIS2,PEF1,ZBTB8OS,TMEM222,STPG1,ZDHHC18,TMEM234,ATPIF1,YARS,ARID1A,CSDE1,LDLRAP1,FAM46B
224,EIF3I,RPA2,PTP4A2,RBBP4,SYTL1,NIPAL3,GPN2,EIF3I,SESN2,S100PBP,PIGV,TSPAN2,MAN1C1,SLC9A1
225,FAM167B,XKR8,KHDRBS1,SYNC,MAP3K6,RCAN3,GPATCH3,FAM167B,MED18,AK2,ZDHHC18,ATP1A1,RP1-187B23.1,WDTC1
226,LCK,EYA3,TMEM39B,YARS,FCN3,SRRM1,NUDC,LCK,PHACTR4,SMIM12,GPN2,FAM46C,SEPN1,TMEM222
227,HDAC1,PTAFR,KPNA6,S100PBP,WASF2,CLIC4,SLC9A1,HDAC1,RCC1,ZMYM6,GPATCH3,PHGDH,MTFR1L,SYTL1
228,MARCKSL1,DNAJC8,TXLNA,RNF19B,AHDC1,RUNX3,WDTC1,MARCKSL1,TRNAU1AP,SFPQ,NUDC,PDE4DIP,PAQR7,MAP3K6
229,BSDC1,ATPIF1,CCDC28B,AK2,FGR,SYF2,TMEM222,BSDC1,SNHG12,ZMYM4,C1orf172,NOTCH2NL,STMN1,FCN3
230,ZBTB8OS,RP5-1092A3.4,TMEM234,ZNF362,IFI6,C1orf63,SYTL1,ZBTB8OS,TAF12,KIAA0319L,SLC9A1,TXNIP,PAFAH2,WASF2
231,RBBP4,SESN2,EIF3I,PHC2,FAM76A,TMEM50A,MAP3K6,RBBP4,RNU11,NCDN,WDTC1,POLR3GL,PDIK1L,AHDC1
232,SYNC,PHACTR4,LCK,SMIM12,STX12,TMEM57,FCN3,SYNC,GMEB1,RP4-728D4.2,TMEM222,RBM8A,ZNF593,IFI6
233,YARS,RCC1,HDAC1,ZMYM6,PPP1R8,LDLRAP1,WASF2,YARS,YTHDF2,PSMB2,SYTL1,PIAS3,SH3BGRL3,FAM76A
234,S100PBP,TRNAU1AP,MARCKSL1,SFPQ,THEMIS2,SEPN1,AHDC1,S100PBP,EPB41,C1orf216,MAP3K6,PRKAB2,UBXN11,STX12
235,RNF19B,SNHG12,BSDC1,ZMYM4,RPA2,MTFR1L,FGR,RNF19B,SRSF4,AGO4,FCN3,FMO5,CD52,PPP1R8
236,AK2,TAF12,ZBTB8OS,KIAA0319L,SMPDL3B,AUNIP,IFI6,AK2,MECR,AGO1,WASF2,NBPF15,ZNF683,THEMIS2
237,TRIM62,GMEB1,RBBP4,NCDN,XKR8,PAQR7,FAM76A,ZNF362,LAPTM5,AGO3,AHDC1,HIST2H2AA3,DHDDS,RPA2
238,ZNF362,YTHDF2,SYNC,RP4-728D4.2,EYA3,STMN1,STX12,PHC2,SDC3,ADPRHL2,FGR,HIST2H2BE,HMGN2,XKR8
239,PHC2,EPB41,YARS,PSMB2,DNAJC8,PAFAH2,PPP1R8,SMIM12,PUM1,TRAPPC3,IFI6,HIST2H2AC,RPS6KA1,EYA3
240,SMIM12,SRSF4,S100PBP,C1orf216,ATPIF1,PDIK1L,THEMIS2,RP11-244H3.4,SNRNP40,MAP7D1,FAM76A,BOLA1,ARID1A,DNAJC8
241,RP11-244H3.4,MECR,RNF19B,CLSPN,SESN2,ZNF593,RPA2,ZMYM6,ZCCHC17,THRAP3,STX12,PLEKHO1,PIGV,ATPIF1
242,ZMYM6,MATN1-AS1,AK2,AGO4,MED18,CNKSR1,XKR8,SFPQ,SERINC2,STK40,PPP1R8,ANP32E,ZDHHC18,SESN2
243,ZMYM1,LAPTM5,ZNF362,AGO1,PHACTR4,CEP85,EYA3,ZMYM4,TINAGL1,LSM10,THEMIS2,APH1A,GPN2,PHACTR4
244,SFPQ,SDC3,PHC2,AGO3,RCC1,SH3BGRL3,PTAFR,KIAA0319L,PEF1,MRPS15,RPA2,C1orf54,GPATCH3,RCC1
245,ZMYM4,PUM1,SMIM12,ADPRHL2,TRNAU1AP,UBXN11,DNAJC8,NCDN,PTP4A2,CSF3R,SMPDL3B,MRPS21,NUDC,TRNAU1AP
246,KIAA0319L,SNRNP40,RP11-244H3.4,TRAPPC3,SNHG12,CD52,ATPIF1,RP4-728D4.2,KHDRBS1,ZC3H12A,XKR8,MCL1,NR0B2,SNHG12
247,NCDN,ZCCHC17,ZMYM6,MAP7D1,TAF12,AIM1L,SESN2,PSMB2,TMEM39B,MEAF6,EYA3,ENSA,SLC9A1,TAF12
248,RP4-728D4.2,FABP3,SFPQ,THRAP3,RNU11,ZNF683,MED18,AGO4,KPNA6,SNIP1,PTAFR,CTSS,WDTC1,GMEB1
249,PSMB2,PEF1,ZMYM4,STK40,GMEB1,DHDDS,PHACTR4,AGO1,TXLNA,GNL2,DNAJC8,ARNT,TMEM222,YTHDF2
250,C1orf216,PTP4A2,KIAA0319L,LSM10,YTHDF2,HMGN2,RCC1,AGO3,CCDC28B,C1orf109,ATPIF1,CERS2,SYTL1,EPB41
251,AGO4,KHDRBS1,NCDN,MRPS15,EPB41,RPS6KA1,TRNAU1AP,ADPRHL2,TMEM234,YRDC,SESN2,FAM63A,MAP3K6,SRSF4
252,AGO1,TMEM39B,RP4-728D4.2,LINC01137,SRSF4,ARID1A,SNHG12,TRAPPC3,EIF3I,C1orf122,MED18,C1orf56,FCN3,MECR
253,AGO3,KPNA6,PSMB2,ZC3H12A,MECR,PIGV,TAF12,MAP7D1,FAM167B,MTF1,PHACTR4,CDC42SE1,WASF2,MATN1-AS1
254,ADPRHL2,TXLNA,C1orf216,MEAF6,LAPTM5,ZDHHC18,RNU11,THRAP3,LCK,INPP5B,RCC1,VPS72,AHDC1,LAPTM5
255,TRAPPC3,CCDC28B,CLSPN,SNIP1,SDC3,GPN2,GMEB1,SH3D21,HDAC1,SF3A3,TRNAU1AP,PIP5K1A,FGR,SDC3
256,MAP7D1,TMEM234,AGO4,GNL2,PUM1,GPATCH3,YTHDF2,EVA1B,MARCKSL1,FHL3,SNHG12,PSMD4,IFI6,PUM1
257,THRAP3,EIF3I,AGO1,C1orf109,SNRNP40,NUDC,EPB41,STK40,BSDC1,UTP11L,TAF12,SNX27,FAM76A,SNRNP40
258,EVA1B,FAM167B,AGO3,YRDC,ZCCHC17,NR0B2,SRSF4,LSM10,ZBTB8OS,RRAGC,RNU11,MRPL9,STX12,ZCCHC17
259,STK40,LCK,ADPRHL2,C1orf122,SERINC2,C1orf172,MECR,MRPS15,RBBP4,MYCBP,GMEB1,S100A10,PPP1R8,FABP3
260,LSM10,HDAC1,TRAPPC3,MTF1,TINAGL1,FAM46B,LAPTM5,CSF3R,SYNC,AKIRIN1,YTHDF2,S100A11,THEMIS2,SERINC2
261,MRPS15,MARCKSL1,MAP7D1,INPP5B,PEF1,SLC9A1,SDC3,ZC3H12A,YARS,NDUFS5,EPB41,S100A8,RPA2,TINAGL1
262,ZC3H12A,BSDC1,THRAP3,SF3A3,RP11-84A19.4,WDTC1,PUM1,MEAF6,S100PBP,MACF1,SRSF4,S100A6,SMPDL3B,PEF1
263,MEAF6,ZBTB8OS,STK40,FHL3,PTP4A2,TMEM222,SNRNP40,SNIP1,RNF19B,RP11-69E11.4,MECR,S100A4,XKR8,PTP4A2
264,SNIP1,RBBP4,LSM10,UTP11L,KHDRBS1,SYTL1,ZCCHC17,GNL2,AK2,PABPC4,MATN1-AS1,ILF2,EYA3,KHDRBS1
265,GNL2,SYNC,MRPS15,RRAGC,TMEM39B,MAP3K6,FABP3,C1orf109,ADC,PPIE,LAPTM5,DENND4B,PTAFR,TMEM39B
266,C1orf109,YARS,ZC3H12A,MYCBP,KPNA6,FCN3,SERINC2,YRDC,ZNF362,TRIT1,SDC3,SLC39A1,DNAJC8,KPNA6
267,YRDC,S100PBP,MEAF6,AKIRIN1,TXLNA,WASF2,TINAGL1,C1orf122,PHC2,CAP1,PUM1,JTB,ATPIF1,TXLNA
268,C1orf122,RNF19B,SNIP1,NDUFS5,CCDC28B,AHDC1,PEF1,MTF1,SMIM12,PPT1,SNRNP40,RAB13,SESN2,CCDC28B
269,MTF1,AK2,GNL2,MACF1,TMEM234,FGR,PTP4A2,INPP5B,DLGAP3,RLF,ZCCHC17,RPS27,MED18,IQCC
270,INPP5B,TRIM62,C1orf109,PABPC4,EIF3I,IFI6,KHDRBS1,SF3A3,RP11-244H3.4,RP1-39G22.7,SERINC2,TPM3,PHACTR4,TMEM234
271,SF3A3,ZNF362,CDCA8,PPIE,FAM167B,FAM76A,TMEM39B,FHL3,ZMYM6,ZMPSTE24,TINAGL1,C1orf43,RCC1,EIF3I
272,FHL3,PHC2,YRDC,TRIT1,LCK,STX12,KPNA6,UTP11L,ZMYM1,COL9A2,PEF1,UBAP2L,TRNAU1AP,FAM167B
273,UTP11L,SMIM12,C1orf122,CAP1,HDAC1,PPP1R8,TXLNA,RRAGC,SFPQ,SMAP2,PTP4A2,HAX1,SNHG12,LCK
274,RRAGC,DLGAP3,MTF1,PPT1,MARCKSL1,THEMIS2,CCDC28B,MYCBP,ZMYM4,ZFP69,KHDRBS1,ATP8B2,TAF12,HDAC1
275,MYCBP,ZMYM6,INPP5B,RLF,FAM229A,RPA2,TMEM234,AKIRIN1,KIAA0319L,NFYC,TMEM39B,IL6R,GMEB1,MARCKSL1
276,AKIRIN1,ZMYM1,SF3A3,RP1-39G22.7,BSDC1,SMPDL3B,EIF3I,NDUFS5,NCDN,CTPS1,KPNA6,ADAR,YTHDF2,FAM229A
277,NDUFS5,SFPQ,FHL3,ZMPSTE24,ZBTB8A,XKR8,FAM167B,MACF1,RP4-728D4.2,SCMH1,TXLNA,PMVK,EPB41,BSDC1
278,MACF1,ZMYM4,UTP11L,SMAP2,ZBTB8OS,EYA3,LCK,KIAA0754,PSMB2,HIVEP3,CCDC28B,PBXIP1,SRSF4,ZBTB8A
279,PABPC4,KIAA0319L,RRAGC,NFYC,RBBP4,PTAFR,HDAC1,RP11-69E11.4,C1orf216,FOXJ3,TMEM234,EFNA1,MECR,ZBTB8OS
280,PPIE,NCDN,MYCBP,CTPS1,SYNC,DNAJC8,MARCKSL1,PABPC4,CLSPN,PPCS,EIF3I,SLC50A1,LAPTM5,RBBP4
281,TRIT1,RP4-728D4.2,AKIRIN1,HIVEP3,KIAA1522,ATPIF1,BSDC1,PPIE,AGO4,PPIH,FAM167B,DPM3,SDC3,SYNC
282,CAP1,PSMB2,NDUFS5,FOXJ3,YARS,RP5-1092A3.4,ZBTB8OS,TRIT1,AGO1,YBX1,LCK,KRTCAP2,PUM1,KIAA1522
283,PPT1,C1orf216,MACF1,PPCS,S100PBP,SESN2,RBBP4,MYCL,AGO3,LEPRE1,HDAC1,MTX1,SNRNP40,YARS
284,RLF,CLSPN,PABPC4,PPIH,TMEM54,MED18,SYNC,MFSD2A,ADPRHL2,C1orf50,MARCKSL1,FDPS,ZCCHC17,S100PBP
285,RP1-39G22.7,AGO4,PPIE,YBX1,RNF19B,PHACTR4,KIAA1522,CAP1,TRAPPC3,CCDC23,FAM229A,YY1AP1,FABP3,TMEM54
286,ZMPSTE24,AGO1,TRIT1,LEPRE1,AK2,RCC1,YARS,PPT1,MAP7D1,ERMAP,BSDC1,DAP3,SERINC2,RNF19B
287,SMAP2,AGO3,CAP1,C1orf50,ADC,TRNAU1AP,S100PBP,RLF,THRAP3,SLC2A1,ZBTB8A,GON4L,TINAGL1,AK2
288,EXO5,ADPRHL2,PPT1,CCDC23,ZNF362,SNHG12,TMEM54,RP1-39G22.7,SH3D21,EBNA1BP2,ZBTB8OS,RIT1,PEF1,ADC
289,NFYC,TRAPPC3,RLF,SLC2A1,PHC2,TAF12,RNF19B,ZMPSTE24,EVA1B,ELOVL1,RBBP4,KIAA0907,PTP4A2,TRIM62
290,CTPS1,MAP7D1,RP1-39G22.7,EBNA1BP2,SMIM12,GMEB1,AK2,SMAP2,STK40,MED8,SYNC,ARHGEF2,KHDRBS1,ZNF362
291,HIVEP3,THRAP3,ZMPSTE24,ELOVL1,GJA4,YTHDF2,ZNF362,NFYC,LSM10,SZT2,KIAA1522,SSR2,TMEM39B,PHC2
292,FOXJ3,SH3D21,SMAP2,MED8,RP11-244H3.4,EPB41,PHC2,CTPS1,MRPS15,HYI,YARS,LMNA,KPNA6,SMIM12
293,PPCS,EVA1B,NFYC,SZT2,ZMYM6,SRSF4,SMIM12,HIVEP3,CSF3R,KDM4A,S100PBP,SEMA4A,TXLNA,GJA4
294,PPIH,STK40,CTPS1,HYI,ZMYM1,MECR,GJA4,FOXJ3,ZC3H12A,ST3GAL3,TMEM54,PMF1,CCDC28B,RP11-244H3.4
295,YBX1,LSM10,HIVEP3,KDM4A,SFPQ,MATN1-AS1,DLGAP3,PPCS,MEAF6,DPH2,RNF19B,MEF2D,TMEM234,ZMYM6
296,LEPRE1,MRPS15,FOXJ3,DPH2,ZMYM4,LAPTM5,RP11-244H3.4,PPIH,SNIP1,ATP6V0B,AK2,APOA1BP,EIF3I,ZMYM1
297,C1orf50,CSF3R,PPCS,ATP6V0B,KIAA0319L,SDC3,ZMYM6,YBX1,GNL2,CCDC24,ZNF362,ISG20L2,FAM167B,SFPQ
298,CCDC23,LINC01137,PPIH,DMAP1,NCDN,PUM1,ZMYM1,LEPRE1,C1orf109,DMAP1,PHC2,HDGF,LCK,ZMYM4
299,SLC2A1,ZC3H12A,YBX1,ERI3,PSMB2,SNRNP40,SFPQ,C1orf50,YRDC,ERI3,SMIM12,PRCC,HDAC1,KIAA0319L
300,EBNA1BP2,MEAF6,LEPRE1,RNF220,C1orf216,ZCCHC17,ZMYM4,CCDC23,C1orf122,RNF220,GJA4,PEAR1,MARCKSL1,NCDN
301,TIE1,SNIP1,C1orf50,TMEM53,CLSPN,FABP3,KIAA0319L,ERMAP,MTF1,TMEM53,ZMYM6,ETV3,FAM229A,PSMB2
302,ELOVL1,GNL2,CCDC23,C1orf228,AGO4,SERINC2,NCDN,EBNA1BP2,INPP5B,C1orf228,SFPQ,IFI16,BSDC1,C1orf216
