,Epithelial,CD4T,Mast,Macrophage,CD8T,DC,Fibroblast,Endothelial,NKT,NK,B,Monocyte,Plasma
8026,PEF1,TAF9B,CADM1,OTUB1,NEMP2,NT5DC2,PRICKLE2,RPSA,CYSLTR1,WDR53,KATNA1,METTL7A,NA
8027,SYNC,CHP1,NAA38,ANGPTL4,GSPT2,SMIM4,ADAMTS9,CTNNB1,PARP15,DMWD,ARAP1,TMEM179B,NA
8028,RBBP4,PTMA,MCEMP1,CD320,C8ORF76,COA6,PPM1K,ULK4,CKS1B,SLC52A2,PRR5,GPRIN3,NA
8029,KIAA1522,HSPA14,AP2A2,SPRYD3,HMGB1,MGAT2,GMPS,FADD,AHSA2,PIGP,ZFP91,STAC3,NA
8030,TMCO4,SIRT7,ABAT,IGFBP6,MMP23B,BMI1,TIPARP,LTBP3,MFSD4B,IKZF1,BCDIN3D,FAAP100,NA
8031,UBXN10,USP7,CAMK1D,ZNF558,BLOC1S2,THAP11,CCNL1,NAALADL1,VANGL1,PCYT2,LYRM7,IRF7,NA
8032,CAMK2N1,PLEKHN1,CEP57L1,NDUFV1,ZNF699,MMADHC,PTX3,SAC3D1,GLRX,BCAP31,VSIG10L,BRCC3,NA
8033,ALPL,MAGEH1,RABIF,CDK2AP2,HLA.DRB1,PDHB,SLMAP,BATF2,IQCB1,ARL17A,CXCR3,PDE6G,NA
8034,WNT4,ISG15,FANCF,NUDT8,SPATS2L,PXK,RPL9,SF1,GOLGB1,GNB1L,ZNF397,TLCD2,NA
8035,TTLL10,EXD3,SMDT1,PRDX2,ZNF250,HIST1H1E,SMIM14,MAP4K2,SLC2A14,EVI2B,TPCN1,SP1,NA
8036,MXRA8,RGPD1,RUVBL2,ZNF232,WDSUB1,PCMTD1,RPP14,CCDC88B,GPR137,ZNF829,LILRB4,MRPL40,NA
8037,FAAP20,DHRS4L2,GDPGP1,MIS12,S100A4,KCTD6,ABHD6,SCARA3,MZT2A,TRIM69,TNFRSF4,PCGF3,NA
8038,MEGF6,VMAC,PTTG1IP,CD300C,ACADSB,MPLKIP,RBM47,COPS6,TNKS,IFITM1,HEXIM1,P4HB,NA
8039,DIRAS3,B3GLCT,DDX41,CD300A,STK40,IRF2,APBB2,PAFAH1B2,ZBTB21,LAMP1,POFUT2,PSMD13,NA
8040,NFIA,TRPV2,DAZAP2,MRPL58,TMEM63A,CX3CR1,IL17RE,ANKS3,PPP1R3B,C16ORF54,TNFRSF18,ZFP36L1,NA
8041,OMA1,TMEM203,SEP15,ATP5H,SEMA4A,DEGS2,IL17RC,NUDT16L1,MAP3K11,SETD4,ZDHHC17,UBE2L3,NA
8042,MYSM1,TCEA1,ZNF623,TMEM88,MPHOSPH8,ARF4,CRELD1,KIAA1586,TRIB1,PTCH1,ZNF395,BRWD1,NA
8043,TM2D1,FANCA,CCDC125,SRP68,ZNF766,SEPT2,PRRT3,RAB4A,SFT2D3,RNPC3,PPARA,EP400NL,NA
8044,USP1,SECISBP2,BCOR,TMC8,SRGAP3,FILIP1L,PCOLCE2,SETD5,C1QB,ZNF267,PTRH1,C16ORF52,NA
8045,FUBP1,SEMA4D,JRKL,TK1,FAM217B,MFSD2A,U2SURP,VASN,C1QA,IRS2,TMEM216,DRG1,NA
8046,NEXN,MCRS1,KIAA2026,TMEM68,TUBB,DTYMK,MTMR14,RNF187,OLR1,BICD2,RPS19BP1,ANKFY1,NA
8047,DNAJB4,HIST1H1C,FHL3,GSDMA,LCOR,TAP1,TTC14,HOOK3,DAG1,TMLHE,PLCD1,YTHDF3,NA
8048,TYW3,EIF4EBP1,CCDC159,TMEM99,SUPT5H,ING5,CXCL3,MAPK1IP1L,ARV1,RASA3,NAP1L1,IFIT1,NA
8049,SNX7,CCDC157,SF3A3,GHDC,XPNPEP3,ATG4B,MTHFD2L,DDIT4,NAA20,LRCH3,CMC1,CXORF38,NA
8050,FAM102B,FAM122A,GTF2H2C,FAM234A,ZNF107,MLKL,CXCL1,RBPJ,MINOS1,NDUFA13,RNF220,MORF4L1,NA
8051,HENMT1,ARHGAP11B,MX2,ZNF598,PPIA,RFWD3,RCHY1,LMBRD1,EHBP1L1,ZNF566,TSPYL4,DMWD,NA
8052,C1ORF52,CYHR1,EP400,MLST8,ZNF836,RHOH,CPA3,ZCCHC4,THAP2,ZNF529,MT1X,SLC52A2,NA
8053,WDR63,RINL,MEX3B,E4F1,ZNF493,COG7,GYG1,GLYCTK,RNF26,AIDA,GCNT1,PIGP,NA
8054,GBP2,TPRG1,FAM46C,ECI1,GTF2IRD2,CDC40,HPS3,UBTD2,PPP1R14B,C15ORF41,SESTD1,IKZF1,NA
8055,GBP4,MORN2,COA5,ABCA3,SUPT3H,STIP1,TOPBP1,POLR2J3,SSSCA1,GSAP,FNBP1,PCYT2,NA
8056,ZNF326,UBQLN2,UTP11,KCTD5,NIF3L1,RAB31,RYK,NKIRAS2,SMARCC1,CYP2R1,RSBN1L,BCAP31,NA
8057,KCNT2,ARL4C,PSMG1,SRRM2,IARS,REEP4,SNRK,DNAJC7,FKBP2,ANKRD46,EPOR,ARL17A,NA
8058,AGL,GPR89B,PRR14L,ZNF597,MFSD14C,SFTPC,ZNF513,IRF2BP2,VEGFB,PIP5K1C,TAF9B,EVI2B,NA
8059,EXTL2,ZNF626,SETD3,SDHAF2,POM121,BMP1,SLC4A1AP,NT5DC2,PEAK1,ZBTB6,CHP1,TRIM69,NA
8060,SLC30A7,ZC3H6,TANGO2,DDB1,ZBTB44,ATXN2L,KIAA1143,SMIM4,TNFRSF10D,C2ORF76,PLEKHG7,IFITM1,NA
8061,ZNF281,LAMTOR4,SFXN4,VPS37C,GIMAP5,POLR3D,WDR43,COA6,GMPPB,POLR3C,PTMA,LAMP1,NA
8062,ARPC5,PRKAR1B,MRPL54,RAB3IL1,CD55,FEN1,ZDHHC3,KIF5C,MOB1B,WWOX,HSPA14,C16ORF54,NA
8063,ZNF496,DCUN1D3,HMCES,BEST1,WDR5,SDPR,CDCP1,MGAT2,ZNF622,CCDC84,SIRT7,KLHDC8B,NA
8064,TRIM58,TUBB4B,DGCR6,FTH1,LONP1,HEXIM2,LZTFL1,BMI1,NABP1,BCL9L,USP7,SETD4,NA
8065,IGSF8,COMMD6,ZNF530,POLR2G,TRRAP,FNTA,FYCO1,THAP11,CHD2,POLR1D,MAGEH1,RNPC3,NA
8066,DDR2,ZNF383,NDUFB1,SLC3A2,SRGAP2B,SERINC2,CCR1,MMADHC,CEP83,EDARADD,ISG15,ZNF267,NA
8067,PEA15,HES4,TRMT12,C11ORF84,ZNF140,TRAPPC11,ELP6,PDHB,NUDT4,BLOC1S4,RGPD1,IRS2,NA
8068,PEX19,ZNF669,ALYREF,ATG16L2,PTPN1,COL3A1,DTX3L,PXK,SCAI,MKL2,DHRS4L2,BICD2,NA
8069,NCSTN,PLSCR1,EFHC2,C2CD3,EVL,ING2,ZNF148,HIST1H1E,NMNAT1,ZNF17,VMAC,TMLHE,NA
8070,VANGL2,C3ORF62,UPP1,TRANK1,ZNF124,CDKN2AIP,NMNAT3,PCMTD1,LRFN4,TOR3A,B3GLCT,RASA3,NA
8071,KLHDC9,ZNF559,TRIM52,TTC21A,XRCC6,SNRNP48,SMIM12,KCTD6,SLC19A1,PPP1CC,TRPV2,LRCH3,NA
8072,C1ORF74,GTF2F2,TMEM50A,RPSA,TSC22D2,TMEM223,ZMYM6,MPLKIP,RCE1,RXRA,TMEM203,NDUFA13,NA
8073,FLVCR1,FOCAD,TBK1,CTNNB1,ZNF569,SLC20A2,TPRA1,FAM107A,UQCRH,ANKRD37,TCEA1,DLEU7,NA
8074,ATF3,H3F3C,CBX6,ULK4,YRDC,TMUB2,YEATS2,IRF2,EIF1AX,ZNF75D,FANCA,AIDA,NA
8075,RBM15,PDCD1,TBL3,FADD,PIK3R4,STAT3,ZC3H12A,DEGS2,CXORF23,KRT10,SECISBP2,CD300LF,NA
8076,DENND2D,SELL,KREMEN1,LTBP3,ZNF605,ADAM9,MEAF6,ARF4,PSMD1,NKRF,SEMA4D,GSAP,NA
8077,IER5,CHM,CHEK2,NAALADL1,TRAPPC2,NDUFS5,SNIP1,SEPT2,HEG1,KPNA4,MCRS1,CYP2R1,NA
8078,SNED1,BLOC1S5,ZNF703,SAC3D1,MYL6B,LDLRAD4,DNALI1,FILIP1L,C11ORF80,ZNF197,FANCM,ANKRD46,NA
8079,BPNT1,IER5L,RBM12B,BATF2,SIAH1,SLC16A4,POLR2H,MFSD2A,TOMM20,NAP1L2,HIST1H1C,PIP5K1C,NA
8080,SPATA17,H2AFX,BTBD9,SF1,NCOR2,IL7R,KLF15,DTYMK,AGFG1,RPS23,EIF4EBP1,C2ORF76,NA
8081,C1ORF115,SRSF10,NUDT14,MAP4K2,SULT1A1,TMEM208,TMEM41A,TAP1,STAT5B,GNG2,CCDC157,POLR3C,NA
8082,BROX,DUSP28,TOB2,CCDC88B,PRPF40A,AHCYL1,RPN1,ING5,CD7,BTN3A2,FAM122A,WWOX,NA
8083,NBPF20,NBR1,ARSI,PBK,GDAP2,DNAJC21,SENP2,ATG4B,CNP,INSIG1,ARHGAP11B,CCDC84,NA
8084,ACP6,RALGAPA2,TTC32,COPS6,TCEAL3,PKIG,HEYL,BDKRB2,EIF1,TMEM222,CYHR1,POLR1D,NA
8085,KIF26B,SUMO2,SDR42E2,PAFAH1B2,ANAPC7,SEMA4C,IFT122,MLKL,ENDOV,ARHGAP30,RINL,ZNRF1,NA
8086,TFB2M,DPYD,PRKX,ANKS3,TPK1,GSTM4,RFC4,RFWD3,RNF213,SMYD4,UBQLN2,MARC1,NA
8087,CNST,PTAR1,KMT5A,NUDT16L1,AFAP1,TET2,RPL39L,RHOH,PLK3,GPATCH8,ARL4C,BLOC1S4,NA
8088,PPP1R21,PARVB,COA3,KIAA1586,NACA,PPIP5K1,BAP1,COG7,NET1,NF2,GPR89B,MKL2,NA
8089,PKDCC,UROS,PTP4A2,RAB4A,BORCS6,TSPAN5,TKT,CDC40,DPY19L1,C6ORF1,ZNF626,TOR3A,NA
8090,HAAO,SMIM15,ACTG1,SETD5,MAN2A2,ABHD15,PRKCD,STIP1,ZNF791,UBE2H,ZC3H6,PPP1CC,NA
8091,B3GALNT2,FAM221A,DENND5A,VASN,MYO6,ZBTB5,RFT1,RAB31,PHC3,MIR22HG,LAMTOR4,RXRA,NA
8092,MAPKAPK2,TMEM120B,DIABLO,THAP9,MKL1,CHTF8,SFMBT1,REEP4,GPR160,KATNA1,PRKAR1B,ANKRD37,NA
8093,FCMR,RBM34,UQCR10,RNF187,HDAC2,ADAL,GNL3,TNXB,GOLIM4,ARAP1,DCUN1D3,KRT10,NA
8094,PIGR,ZNF548,EIF3C,HOOK3,ZNF846,SNTB2,PBRM1,SFTPC,RBM4B,PRR5,ZNF793,CD300E,NA
8095,CAPN2,MTF1,NIPSNAP1,MAPK1IP1L,SDHAF3,STX18,UVSSA,BMP1,USMG5,ZFP91,TUBB4B,NKRF,NA
8096,MRPL55,NHLRC3,NR2C2AP,DDIT4,RABL6,ZBTB49,FAM208A,ATXN2L,HOXB2,C17ORF58,COMMD6,KPNA4,NA
8097,WDR26,FAM26F,CRELD2,RBPJ,ZNF136,GFM1,ARHGEF3,POLR3D,MARCH3,BCDIN3D,ZNF383,ZNF197,NA
8098,REL,RPL14,SCFD2,LMBRD1,ZKSCAN5,DDX19A,SLBP,FEN1,SWSAP1,LYRM7,HES4,RPS23,NA
8099,PUS10,ZNF563,UBE2F,ZCCHC4,TRAPPC4,ANKRD49,LRPAP1,SDPR,RBM4,BCR,ZNF669,GNG2,NA
8100,PEX13,FBF1,PPP1R2,TTC39C,TECPR2,SFTPB,SLC51A,HEXIM2,XXYLT1,SPIN4,PLSCR1,BTN3A2,NA
8101,KIAA1841,MSL1,TSPYL2,GLYCTK,ZFP62,USP39,UBXN7,FNTA,UBXN2A,CXCR3,ZNF559,INSIG1,NA
8102,DISC1,TRMT2B,GOLGA6L4,UBTD2,TOMM7,TNIP2,RNF168,SERINC2,CCS,ZNF397,GTF2F2,TMEM222,NA
8103,CAPN13,HACD4,PGP,POLR2J3,HSH2D,C2ORF68,PIGX,TRAPPC11,NRROS,TNFRSF4,ZP3,ARHGAP30,NA
8104,MEMO1,FAM120AOS,C22ORF46,NKIRAS2,ZNF33B,TMEM150A,MELTF,COL3A1,CEP19,HEXIM1,H3F3C,SEPT10,NA
8105,DPY30,NOC2L,SNRNP35,DNAJC7,AMZ2,RNF181,S100P,ING2,KLHL15,TRABD2A,PDCD1,SMYD4,NA
8106,TYW5,NELFB,IRAK1,IRF2BP2,ZNF431,VAMP5,ABLIM2,CDKN2AIP,FBXO45,POFUT2,SELL,GPATCH8,NA
8107,C2ORF47,ZNF292,CMSS1,NT5DC2,NF1,LRRC28,EXO5,SNRNP48,GNG5,TNFRSF18,CHM,NF2,NA
8108,PQLC3,KCTD21,OAF,SMIM4,HLA.DQA1,MAT2A,C1ORF50,TMEM223,SLC25A30,ZDHHC17,BLOC1S5,C6ORF1,NA
8109,ARL5A,ADAT2,HIST2H2AC,COA6,GM2A,ENHO,ERMAP,SLC20A2,CTSF,ZNF395,IER5L,UBE2H,NA
8110,FAM84A,ZNF567,TM2D3,MGAT2,S100A2,ZNF608,ZNF691,TMUB2,LEMD3,PPARA,H2AFX,MIR22HG,NA
8111,CLHC1,NDUFA4,TSSC4,BMI1,CD47,INPP5D,AIMP1,STAT3,C16ORF91,KANK3,SRSF10,KATNA1,NA
8112,DUSP19,ALKBH2,CLECL1,THAP11,TLE1,LETM1,SGMS2,ZSWIM1,TLR1,PTRH1,DUSP28,ARAP1,NA
8113,CFAP36,RNFT1,CCSER1,MMADHC,HIST1H2AG,TMEM129,METAP1,ADAM9,FAM174A,GPR141,NBR1,PRR5,NA
8114,NUP35,LITAF,CSF1,PDHB,STRN3,PPIC,DNAJB14,DPCR1,CYB561D1,TMEM216,RALGAPA2,ZFP91,NA
8115,CCDC138,TMEM120A,MAML2,PXK,ZSCAN16,CEP120,H2AFZ,NDUFS5,ZDHHC24,RPS19BP1,SUMO2,C17ORF58,NA
8116,WDCP,ARID2,SS18L1,HIST1H1E,MVB12B,MFF,SLC9B2,ZNF30,TRMT10C,PLCD1,S100A16,LYRM7,NA
8117,SMC6,SF3B3,TOP1MT,PCMTD1,C6ORF106,LGALS9,BDH2,FAM84B,CTU2,NAP1L1,PTAR1,BCR,NA
8118,VSNL1,BLOC1S3,COPB2,KCTD6,ADA,CPLX1,PGRMC2,LDLRAD4,MGA,CMC1,PARVB,ZNF397,NA
8119,CCDC74A,CLDN4,THAP7,MPLKIP,ARID5A,PXDC1,ZNF589,SLC16A4,C12ORF66,RNF220,UROS,TPCN1,NA
8120,H3F3A,ZNF573,WDR27,ACOX2,PPTC7,SIGLEC7,PLXNB1,IL7R,PIGG,TSPYL4,SMIM15,LILRB4,NA
8121,COQ8A,HN1,TXNRD2,IRF2,NHLRC2,E2F6,CCDC51,TMEM208,PRPF8,MT1X,FAM221A,HEXIM1,NA
8122,SLC16A14,S100A13,FOXO4,CX3CR1,CBWD3,FEM1B,SHISA5,AHCYL1,PITPNA,GCNT1,TMEM120B,TRABD2A,NA
8123,TEKT4,ZNF33A,TMEM255B,DEGS2,KPNA5,COMMD8,SPRY1,DNAJC21,DDX23,SESTD1,RBM34,POFUT2,NA
8124,SGCB,ZNF600,PROS1,ARF4,ANKRD36B,ATP5I,APEH,PKIG,ZNHIT2,FNBP1,ZNF548,ZDHHC17,NA
8125,SPATA18,C15ORF61,HDDC3,SEPT2,ARHGEF12,UQCRFS1,INTU,NPNT,ZBTB4,DYNC2H1,MTF1,PPARA,NA
8126,NOSTRIN,TSPYL1,BEX5,FILIP1L,PDLIM7,MFSD7,RNF123,SEMA4C,PHLDA3,RSBN1L,TMEM201,PTRH1,NA
8127,CFAP221,PNRC2,ZFP1,MFSD2A,FLNA,MAP2K1,HSPA4L,CNNM3,RALGAPA1,EPOR,NHLRC3,GPR141,NA
8128,SGPP2,FHIT,DUSP8,DTYMK,FAM3C,HNRNPH1,MFSD8,GSTM4,LIG4,TAF9B,FAM26F,TMEM216,NA
8129,INHBB,RRP7A,SOCS3,TAP1,SLC39A10,MECP2,ABHD18,TET2,GTF2IRD2B,CHP1,RPL14,RPS19BP1,NA
8130,BBS5,LIN54,LPAR5,ING5,CASP4,UPF3A,MON1A,CXXC4,ATP2A2,PTMA,BEND4,PLCD1,NA
8131,SMARCAD1,FAM53B,XPOT,ATG4B,AP2A1,AR,RAD54L2,TSPAN5,ZWILCH,HSPA14,ZNF563,ENTPD5,NA
8132,HPGDS,SLC35E2B,TMEM173,MLKL,FUT11,DHRSX,TEX264,ABHD15,RPL4,SIRT7,MSL1,MITF,NA
8133,PDLIM5,NEMP2,PDE4B,RFWD3,ANXA4,HSPBAP1,DUSP7,ZBTB5,SNAPC5,USP7,LRRK2,NAP1L1,NA
8134,RPRD2,GSPT2,SNN,RHOH,LAGE3,ASMTL,POC1A,CHTF8,C12ORF76,MAGEH1,TRMT2B,CMC1,NA
8135,CTSS,C8ORF76,MED12,COG7,WDR45,SLC25A6,PPM1M,ADAL,DENND4A,ISG15,HACD4,RNF220,NA
8136,MSX1,HMGB1,ZNF93,CDC40,METTL9,CHST14,WDR82,LCMT2,GCSAM,EXD3,FAM120AOS,SHTN1,NA
8137,PACRGL,BLOC1S2,SEPT9,STIP1,ZNF138,PARM1,C4ORF3,SNTB2,ANKRD36C,DHRS4L2,NOC2L,MT1X,NA
8138,BNIPL,ZNF699,ZBTB40,RAB31,ZNF429,CSNK1G1,HMGB2,ZNF507,MRPL11,VMAC,NELFB,GCNT1,NA
8139,LYSMD1,HLA.DRB1,HIST2H2BE,REEP4,SERTAD1,FAM110B,SAP30,STX18,AKIRIN1,B3GLCT,ZNF292,SESTD1,NA
8140,SCNM1,AKR1C3,EIF4ENIF1,SFTPC,ZNF100,ZNF354A,SCRG1,ZBTB49,MSL2,TRPV2,ADAT2,FNBP1,NA
8141,VPS72,SPATS2L,APOBR,BMP1,CXORF40B,ATF5,MAD2L1,GFM1,ANGEL2,TMEM203,ZNF567,RSBN1L,NA
8142,ERCC3,ZNF250,ATL3,ATXN2L,ZNF398,UBE2V2,ANXA5,DDX19A,ZNF266,TCEA1,NDUFA4,EPOR,NA
8143,RNF149,WDSUB1,NDUFA12,POLR3D,ANXA6,ZBTB43,MAP9,ATOH8,B4GAT1,FANCA,ALKBH2,TAF9B,NA
8144,IWS1,S100A4,SMIM10,FEN1,ZNF441,XPO6,GUCY1A3,ANKRD49,TMEM167A,SECISBP2,RNFT1,CHP1,NA
8145,BOLA3,ACADSB,UBE2G2,SDPR,GMFB,APEX2,FBXO8,SFTPB,KIAA1551,SEMA4D,FAM111B,PTMA,NA
8146,CDC42EP3,STK40,APOO,HEXIM2,ZNF420,NSMCE1,CEP44,USP39,LARP7,MCRS1,APOD,HSPA14,NA
8147,S100A11,TMEM63A,TMED9,FNTA,ZMYM1,CCDC126,HPGD,TNIP2,FGFBP3,FANCM,LITAF,SIRT7,NA
8148,DHX57,SEMA4A,RBM33,SERINC2,DTHD1,CD2BP2,FAM198B,C2ORF68,NR1D2,HIST1H1C,TMEM120A,TLR5,NA
8149,ARHGAP25,MPHOSPH8,ARMCX2,TRAPPC11,HIST1H4C,RGS14,NPY1R,TMEM150A,BRMS1,EIF4EBP1,ARID2,USP7,NA
8150,S100A9,ZNF766,BTBD6,COL3A1,ZSCAN26,TBC1D10B,NAA15,RNF181,RPL15,CCDC157,SF3B3,MAGEH1,NA
8151,TGFA,RYR1,H1FX,GFRA2,MAFG,LMAN2,IL15,VAMP5,C4ORF32,FAM122A,BLOC1S3,TET3,NA
8152,TDRD10,SRGAP3,RBM43,ING2,ARRDC1,RAB24,ARFIP1,LRRC28,HRAS,ARHGAP11B,ZNF573,ISG15,NA
8153,CCNYL1,FAM217B,SUMO3,CDKN2AIP,KIAA1671,PRELID1,ICE1,MAT2A,SRP72,CYHR1,HN1,EXD3,NA
8154,FZD5,TUBB,IMMP2L,SNRNP48,IGF2R,THBS3,HHIP,ENHO,THAP6,RINL,S100A13,RGPD1,NA
8155,DCAF16,LCOR,FMNL1,TMEM223,DYNC1H1,CA5B,ANAPC10,ZNF608,CEP135,TPRG1,ZNF33A,DHRS4L2,NA
8156,NPPC,SUPT5H,PTRHD1,SLC20A2,PCBP2,SLC50A1,ABCE1,SLC35G2,ADGRE1,MORN2,ZNF600,VMAC,NA
8157,GNPDA2,XPNPEP3,ZFP90,TMUB2,SLC25A29,EFNA1,OTUD4,INPP5D,DENND6A,UBQLN2,C15ORF61,TRPV2,NA
8158,PAQR3,ZNF107,NOC4L,STAT3,PGAP1,CXCL10,LSM6,LETM1,PDE12,ARL4C,TSPYL1,TMEM203,NA
8159,NIPAL1,SFTA2,USP18,ADAM9,ZNF682,CXCL11,TMEM184C,TMEM129,GLMN,GPR89B,PNRC2,TCEA1,NA
8160,ANTXR2,PPIA,NDUFA6,NDUFS5,ACSL5,ZRSR2,PRMT9,PPIC,YIF1A,ZNF626,FHIT,FANCA,NA
8161,HELQ,ZNF836,TMEM106A,LDLRAD4,LRRC8B,NMD3,ITGA2,SPRY3,CNIH2,ZC3H6,RRP7A,SECISBP2,NA
8162,MRPS18C,ZNF493,SIVA1,SLC16A4,ABCB8,ADRB2,MOCS2,CEP120,NDUFA11,LAMTOR4,FAM53B,SEMA4D,NA
8163,CGGBP1,GTF2IRD2,BRI3BP,IL7R,SND1,B3GALNT1,EDIL3,STXBP6,RSRC1,NCR3LG1,SLC35E2B,DNAH17,NA
8164,FAM175A,SUPT3H,DGAT1,TMEM208,PSMD12,MRPL1,TMEM161B,MFF,RAB1B,ZNF793,NEMP2,MCRS1,NA
8165,GPR155,NIF3L1,AP3M1,AHCYL1,MIRLET7BHG,SHE,NDUFAF2,LGALS9,PTDSS2,TUBB4B,GSPT2,FANCM,NA
8166,DAPL1,IARS,F8,DNAJC21,NOL4L,PGM2,LMBRD2,CPLX1,C19ORF70,COMMD6,C8ORF76,CARD9,NA
8167,PMVK,MFSD14C,UBOX5,PKIG,ENTPD4,SLC33A1,NIPBL,PXDC1,C3ORF33,ZNF383,HMGB1,SOWAHD,NA
8168,PBXIP1,POM121,MAFF,SEMA4C,C1D,SNUPN,RNF180,E2F6,KCTD13,HES4,BLOC1S2,HIST1H1C,NA
8169,CLDN1,ZBTB44,BRF1,CNNM3,TBC1D9B,CRADD,SLC25A46,FEM1B,P2RY14,ZNF669,IL1RAP,EIF4EBP1,NA
8170,PYGO2,GIMAP5,CIB1,GSTM4,SERPINA1,SIN3A,STARD4,COMMD8,GPR171,PLSCR1,ZNF699,FAM122A,NA
8171,HIPK1,CD55,NELFA,TET2,TPSB2,ARL13B,PGGT1B,ATP5I,DHX36,C3ORF62,HLA.DRB1,CYHR1,NA
8172,COL6A3,WDR5,SLC24A3,TCTN2,GTF2E2,RNASE2,CCDC112,UQCRFS1,KLC2,ZNF559,SPATS2L,RINL,NA
8173,C1ORF106,LONP1,INTS5,PPIP5K1,ZNF165,PTK2,ANKRD33B,MFSD7,CTBP2,SBK1,ZNF250,MORN2,NA
8174,LINC01116,TRRAP,RPS27L,TSPAN5,SYNGAP1,PTAFR,CMBL,MAP2K1,CHST2,GTF2F2,WDSUB1,UBQLN2,NA
8175,YY1AP1,SRGAP2B,ADSSL1,ABHD15,BLM,PTPN9,C5ORF63,HNRNPH1,ZDHHC14,FOCAD,S100A4,ARL4C,NA
8176,KBTBD8,ZNF140,FAF1,ZBTB5,ZNF720,RNASE6,PRRC1,MECP2,ATR,PDCD1,ZNF681,ZC3H6,NA
8177,EOGT,PTPN1,FAM43A,CHTF8,DDI2,CXCL8,F2RL1,UPF3A,UBE2C,SELL,ACADSB,LAMTOR4,NA
8178,NAXE,EVL,NSMCE3,ADAL,SVIL,SCN9A,AGGF1,AR,GK5,CHM,STK40,NCR3LG1,NA
8179,POGLUT1,ZNF124,HSF1,LCMT2,TRIM33,SDC2,WDR41,DHRSX,VCPIP1,BLOC1S5,TMEM63A,DCUN1D3,NA
8180,SLC22A15,XRCC6,C6ORF120,SNTB2,LRP10,CD52,NDUFS4,HSPBAP1,PDIK1L,IER5L,MPHOSPH8,TUBB4B,NA
8181,ATP1A1,TSC22D2,PURA,STX18,PELI1,MMGT1,SCGB3A2,ASMTL,TRAF6,H2AFX,ZNF766,COMMD6,NA
8182,SLC15A2,ZNF569,LRRC37B,ZBTB49,ZNF655,TM2D2,SPINK1,SLC25A6,ZNF654,SRSF10,FAM217B,ZNF383,NA
8183,EIF4E3,YRDC,DDX51,GFM1,MRPL21,PLEKHA2,GRPEL2,CHST14,TVP23C,DUSP28,TUBB,HES4,NA
8184,LRRC58,ZNF775,SIGIRR,DDX19A,UAP1L1,CLIC4,CDC20B,CSNK1G1,MRPS22,NBR1,LCOR,ZNF669,NA
8185,FSTL1,ZNF605,PRSS57,ANKRD49,ZNF786,GPR183,ARSK,FAM110B,PACS1,RALGAPA2,SUPT5H,CENPP,NA
8186,ELF3,TRAPPC2,IFITM2,SFTPB,ZNF675,METTL15,RHOBTB3,AFAP1L2,MARCKSL1,CLN3,XPNPEP3,PLSCR1,NA
8187,TMEM183A,MYL6B,TNFAIP2,USP39,ADARB1,ZEB2,GPX8,ZNF354A,SH3BP5L,SUMO2,ZNF107,C3ORF62,NA
8188,IGFBP7,SIAH1,ZNF445,TNIP2,HTT,PCBP1,TIGD6,ATF5,YPEL2,LDOC1L,PPIA,ZNF559,NA
8189,TRIM46,NCOR2,PGBD2,C2ORF68,IPP,HINT1,SERINC5,UBE2V2,PSMD2,DPYD,ZNF836,GTF2F2,NA
8190,KRTCAP2,PRPF40A,TCEAL9,TMEM150A,MAP3K5,DTWD2,CASP3,ZBTB43,FAM131A,PTAR1,ZNF493,ZP3,NA
8191,ARPC2,GDAP2,RAB11B,RNF181,GSTK1,CLIC3,PRIMPOL,CPT1C,CSRP2,PARVB,GTF2IRD2,H3F3C,NA
8192,TSACC,TCEAL3,PRMT3,VAMP5,HNRNPAB,INO80E,ERAP1,XPO6,PARL,UROS,SUPT3H,SELL,NA
8193,CCT3,ANAPC7,PRPF39,LRRC28,STMN3,DFFB,ERAP2,APEX2,DDIT3,SMIM15,NIF3L1,CHM,NA
8194,TMEM79,TPK1,UBALD2,MAT2A,SPN,NFU1,CMYA5,NSMCE1,PCCA,FAM221A,IARS,BLOC1S5,NA
8195,SSR2,AFAP1,ZBTB37,INPP5D,ZNF628,ANTXR1,EGFLAM,CCDC126,DCTN2,TMEM120B,MFSD14C,IER5L,NA
8196,RNF25,NACA,IL3RA,LETM1,RPF2,C15ORF40,CFAP97,CD2BP2,ZNF408,RBM34,POM121,H2AFX,NA
8197,STK36,BORCS6,CCDC137,TMEM129,MIB2,FAM103A1,RICTOR,RGS14,CTDSP2,ZNF548,ZBTB44,C19ORF54,NA
8198,NEK10,MAN2A2,SFTPA2,PPIC,MYO5A,APLF,PAPD4,TBC1D10B,CKAP5,MTF1,CD55,SRSF10,NA
8199,CCDC141,SULF2,RGPD2,CEP120,C5ORF56,BOLA2B,EBF1,LMAN2,ARHGAP1,NHLRC3,WDR5,DUSP28,NA
8200,KIAA1524,MYO6,ARL15,MFF,GZMM,HIC2,ANKRA2,PRELID1,MED16,FAM26F,LONP1,NBR1,NA
8201,CWC22,MKL1,CDK10,LGALS9,ATG7,LUZP1,UBLCP1,CA5B,ATG13,RPL14,TRRAP,RALGAPA2,NA
8202,AZI2,HDAC2,SOCS1,PXDC1,SIPA1L1,HEXDC,UTP15,SLC50A1,GOLGA8A,ZNF563,SRGAP2B,CLN3,NA
